Frame count,tid,posy,posz,vely,velz,accy,accz,pointy0,pointz0,snr0,pointy1,pointz1,snr1,pointy2,pointz2,snr2,pointy3,pointz3,snr3,pointy4,pointz4,snr4,pointy5,pointz5,snr5,pointy6,pointz6,snr6,pointy7,pointz7,snr7,pointy8,pointz8,snr8,pointy9,pointz9,snr9,pointy10,pointz10,snr10,pointy11,pointz11,snr11,pointy12,pointz12,snr12,pointy13,pointz13,snr13,pointy14,pointz14,snr14,pointy15,pointz15,snr15,pointy16,pointz16,snr16,pointy17,pointz17,snr17,pointy18,pointz18,snr18,pointy19,pointz19,snr19,pointy20,pointz20,snr20,pointy21,pointz21,snr21,pointy22,pointz22,snr22,pointy23,pointz23,snr23,pointy24,pointz24,snr24,pointy25,pointz25,snr25,pointy26,pointz26,snr26,pointy27,pointz27,snr27,pointy28,pointz28,snr28,pointy29,pointz29,snr29,pointy30,pointz30,snr30,pointy31,pointz31,snr31,pointy32,pointz32,snr32,pointy33,pointz33,snr33,pointy34,pointz34,snr34,pointy35,pointz35,snr35,pointy36,pointz36,snr36,pointy37,pointz37,snr37,pointy38,pointz38,snr38,pointy39,pointz39,snr39,pointy40,pointz40,snr40,pointy41,pointz41,snr41,pointy42,pointz42,snr42,pointy43,pointz43,snr43,pointy44,pointz44,snr44,pointy45,pointz45,snr45,pointy46,pointz46,snr46,pointy47,pointz47,snr47,pointy48,pointz48,snr48,pointy49,pointz49,snr49
31,0,3.32,-0.5799999999999998,0.27,0.2,0.29,0.08,3.35,-0.5899999999999999,12.25,3.39,-0.5799999999999998,11.75,3.25,-0.5499999999999998,5.75,3.52,-0.2000000000000001,4.5,3.56,-1.7599999999999998,14.75,3.78,-1.85,9.5,3.1,-1.21,15.0,3.33,-0.78,20.75,3.53,-0.9799999999999999,15.0,3.4,-0.7,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0,3.31,-0.5899999999999999,0.18,0.16,0.1,0.03,3.5,-0.86,7.75,3.27,-0.5799999999999998,4.75,3.42,-0.5899999999999999,13.5,3.38,-0.5499999999999998,12.75,3.58,-1.6100000000000003,15.75,3.79,-1.81,10.0,3.52,-1.02,18.0,3.19,-0.93,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,3.31,-0.5699999999999998,0.09,0.16,-0.05,0.02,3.37,-0.5799999999999998,16.5,3.39,-0.5799999999999998,16.5,3.48,-0.6,8.25,3.29,-0.52,8.75,3.58,-1.58,14.0,3.81,-1.7599999999999998,8.5,3.09,-1.2800000000000002,15.5,3.41,-0.6599999999999999,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0,3.3,-0.61,0.02,0.05,-0.15,-0.08,3.52,-0.89,4.5,3.24,-0.69,5.0,3.35,-0.6799999999999999,11.25,3.39,-0.73,11.25,3.76,-1.89,8.75,3.59,-1.52,13.25,3.13,-1.2,17.5,3.5,-0.89,17.75,3.4,-0.63,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,3.32,-0.5899999999999999,0.06,0.07,-0.08,-0.05,3.28,-0.69,11.0,3.38,-0.5499999999999998,18.5,3.41,-0.52,19.0,3.48,-0.47999999999999987,11.5,3.82,-1.73,7.5,3.59,-1.37,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,3.32,-0.5699999999999998,0.06,0.09,-0.07,-0.04,3.0,-0.7100000000000001,4.25,3.14,-0.61,7.0,3.28,-0.44,7.25,3.4,-0.4599999999999999,6.0,3.84,-1.66,7.75,3.59,-1.35,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0,3.33,-0.51,0.06,0.19,-0.05,0.06,3.28,-0.0200000000000001,5.0,2.97,-1.1800000000000002,13.0,3.58,-1.3600000000000003,11.25,2.82,-1.06,6.75,3.4,-0.5899999999999999,28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,3.36,-0.5,0.1,0.18,0.01,0.04,3.55,-0.82,4.5,3.24,-0.52,4.75,3.35,-0.4599999999999999,10.75,3.41,-0.46999999999999986,10.25,2.96,-1.24,11.75,3.6,-1.27,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0,3.37,-0.47999999999999987,0.0,0.0,0.0,0.0,2.98,-1.27,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0,3.39,-0.4599999999999999,0.05,0.03,0.07,0.03,3.25,-0.34999999999999987,4.5,3.37,-0.44,11.75,3.41,-0.42000000000000004,11.75,3.53,-0.49,5.5,3.06,-1.08,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0,3.41,-0.46999999999999986,0.09,0.02,0.11,0.02,3.82,-1.0300000000000002,4.0,3.33,-0.38,7.25,3.41,-0.3299999999999999,6.75,3.83,-1.69,6.5,2.8,-1.0900000000000003,4.75,3.01,-1.19,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0,3.39,-0.46999999999999986,0.03,0.02,0.0,0.01,3.3,-0.47999999999999987,12.25,3.36,-0.49,19.75,3.38,-0.47999999999999987,19.25,3.47,-0.41000000000000003,10.0,2.82,-1.0300000000000002,5.0,3.05,-1.0700000000000003,11.0,3.46,-0.5899999999999999,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0,3.39,-0.4599999999999999,0.01,0.02,-0.02,0.01,3.66,-1.56,4.0,3.4,-0.43,8.25,3.45,-0.49,10.25,3.56,-0.42000000000000004,5.25,2.82,-1.06,4.25,3.05,-1.08,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,3.38,-0.45,-0.02,0.04,-0.06,0.03,3.46,-0.4599999999999999,6.5,3.36,-0.3199999999999999,5.0,2.8,-1.04,4.25,3.05,-1.0300000000000002,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
