tid,posy,posz,vely,velz,accy,accz,pointx1,pointy1,pointz1,doppler1,snr1,pointx2,pointy2,pointz2,doppler2,snr2,pointx3,pointy3,pointz3,doppler3,snr3,pointx4,pointy4,pointz4,doppler4,snr4,pointx5,pointy5,pointz5,doppler5,snr5,pointx6,pointy6,pointz6,doppler6,snr6,pointx7,pointy7,pointz7,doppler7,snr7,pointx8,pointy8,pointz8,doppler8,snr8,pointx9,pointy9,pointz9,doppler9,snr9,pointx10,pointy10,pointz10,doppler10,snr10,pointx11,pointy11,pointz11,doppler11,snr11
0.0,2.112333536148072,-0.5131593093276021,0.0389213636517524,0.3785063028335571,0.0559542998671531,0.2225085645914077,0.0,2.1715164184570312,-0.5233137130737304,0.1917510479688644,23.75,0.0,2.1990537643432617,-0.5522815704345704,0.1917510479688644,18.25,0.0,2.158641815185547,-0.4775373458862304,0.1917510479688644,20.5,0.0,1.7151832580566406,-1.0754911422729494,0.0,17.0,0.0,1.8106698989868164,-1.0536758422851564,0.0,24.75,0.0,2.050638198852539,-0.7450429916381835,0.0,27.5,0.0,2.146482467651367,-0.622734260559082,0.0,33.25,0.0,2.199411392211914,-0.6080715179443359,0.0,26.0,,,,,,,,,,,,,,,
0.0,2.134186029434204,-0.5043933734297752,0.0847490131855011,0.3554598689079284,0.1091383546590805,0.1869314461946487,0.0,2.169013023376465,-0.6259529113769531,0.1917510479688644,25.25,0.0,2.184391021728516,-0.6148664474487304,0.1917510479688644,29.0,0.0,2.2001266479492188,-0.5962697982788085,0.1917510479688644,24.25,0.0,1.715898513793945,-1.0665504455566408,0.0,18.0,0.0,1.8085241317749023,-1.0440198898315431,0.0,25.5,0.0,2.047419548034668,-0.7579175949096679,0.0,27.75,0.0,2.1404027938842773,-0.6610004425048829,0.0,33.25,,,,,,,,,,,,,,,,,,,,
0.0,2.1522552967071533,-0.5058692999184131,0.1202927529811859,0.3157301545143127,0.1441542655229568,0.1407674551010131,0.0,2.194046974182129,-0.6692258834838867,0.1917510479688644,15.0,0.0,2.122163772583008,-0.5833951950073242,0.1917510479688644,18.25,0.0,2.1647214889526367,-0.6245223999023437,0.1917510479688644,20.75,0.0,1.7169713973999023,-1.0568944931030275,0.0,19.0,0.0,1.8053054809570312,-1.046880912780762,0.0,26.5,0.0,2.019524574279785,-0.8054821014404295,0.0,28.25,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.1419689655303955,-0.5643023073673248,0.0830947458744049,0.1854128390550613,0.0794583335518837,0.0256671011447906,0.0,1.9866228103637693,-0.938877296447754,-0.1917510479688644,12.75,0.0,2.086758613586426,-0.8666364669799805,-0.1917510479688644,12.5,0.0,1.7112493515014648,-1.0644046783447267,0.0,18.5,0.0,1.7892122268676758,-1.0400859832763674,0.0,25.25,0.0,2.043485641479492,-0.7207242965698242,0.0,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.1246697902679443,-0.7134865641593934,0.0598849691450595,-0.0735853910446167,0.0564459599554538,-0.1803226619958877,0.0,1.7091035842895508,-1.2138931274414064,-0.1917510479688644,14.25,0.0,1.8063783645629885,-1.2600271224975583,0.1917510479688644,13.75,0.0,1.7141103744506836,-1.070841979980469,0.0,20.5,0.0,1.7699003219604492,-1.0726301193237306,0.0,27.75,0.0,1.939058303833008,-0.9474603652954102,0.0,27.25,0.0,2.1289587020874023,-0.6788818359375,0.0,31.75,0.0,2.192974090576172,-0.6345359802246092,0.0,23.75,,,,,,,,,,,,,,,,,,,,
0.0,2.119778871536255,-0.6046888053417204,0.0160463377833366,0.0924813598394393,-0.0202986411750316,-0.0320700109004974,0.0,2.2001266479492188,-0.3967134475708008,-0.1917510479688644,18.0,0.0,2.1468400955200195,-0.3366319656372071,-0.1917510479688644,20.25,0.0,2.171874046325684,-0.3752557754516602,-0.1917510479688644,23.5,0.0,1.7162561416625977,-1.085504722595215,0.0,19.25,0.0,1.7906427383422852,-1.0883657455444338,0.0,27.0,0.0,1.943349838256836,-0.9610502243041993,0.0,28.0,0.0,2.112150192260742,-0.7139293670654296,0.0,32.0,0.0,2.1872520446777344,-0.6778089523315429,0.0,23.5,,,,,,,,,,,,,,,
0.0,2.1105127334594727,-0.5739864602684974,-0.032506838440895,0.1229838356375694,-0.0917961597442627,-0.0044329911470413,0.0,2.179384231567383,-0.544771385192871,-0.1917510479688644,28.75,0.0,2.204775810241699,-0.5869714736938476,-0.1917510479688644,24.0,0.0,2.065300941467285,-0.4832593917846679,-0.1917510479688644,12.25,0.0,2.1611452102661133,-0.5133001327514648,-0.1917510479688644,25.0,0.0,1.718759536743164,-1.069769096374512,0.0,19.75,0.0,1.7949342727661133,-1.0794250488281252,0.0,26.75,0.0,1.967310905456543,-0.9277908325195311,0.0,28.0,0.0,2.130389213562012,-0.692471694946289,0.0,33.0,0.0,2.193689346313477,-0.6255952835083006,0.0,25.5,,,,,,,,,,
0.0,2.1080596446990967,-0.5608517348766324,-0.0602236054837703,0.1244827508926391,-0.1274514496326446,-0.0021950129885226,0.0,2.15756893157959,-0.5204526901245117,-0.1917510479688644,15.5,0.0,2.205491065979004,-0.5715934753417967,-0.1917510479688644,20.0,0.0,2.2351741790771484,-0.5787460327148437,-0.1917510479688644,16.5,0.0,1.7126798629760742,-1.069769096374512,0.0,19.25,0.0,1.7974376678466797,-1.0851470947265627,0.0,26.0,0.0,1.9991397857666016,-0.8981077194213868,0.0,27.75,0.0,2.12252140045166,-0.7493345260620117,0.0,33.25,0.0,2.1851062774658203,-0.7057039260864257,0.0,25.5,,,,,,,,,,,,,,,
0.0,2.1033079624176025,-0.5977855592966079,-0.087542325258255,0.0483742505311965,-0.155998408794403,-0.0616298057138919,0.0,2.1282434463500977,-0.7293073654174804,-0.1917510479688644,12.25,0.0,2.1861791610717773,-0.7339565277099609,-0.1917510479688644,16.5,0.0,2.229452133178711,-0.7450429916381835,-0.1917510479688644,13.0,0.0,1.7205476760864258,-1.0787097930908205,0.0,20.0,0.0,1.8149614334106443,-1.0579673767089846,0.0,28.25,0.0,1.9733905792236328,-0.9378044128417969,0.0,30.25,0.0,2.1032094955444336,-0.829800796508789,0.0,34.75,0.0,2.176165580749512,-0.8176414489746093,0.0,26.75,,,,,,,,,,,,,,,
0.0,2.093773603439331,-0.5932562917470932,0.0,0.0,0.0,0.0,0.0,1.7226934432983398,-1.0783521652221681,0.0,19.25,0.0,1.810312271118164,-1.081213188171387,0.0,27.25,0.0,1.984477043151856,-0.9403078079223633,0.0,29.5,0.0,2.110004425048828,-0.8219329833984376,0.0,34.25,0.0,2.1768808364868164,-0.7897464752197264,0.0,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.093773603439331,-0.5932562917470932,0.0,0.0,0.0,0.0,0.0,1.715540885925293,-1.0851470947265627,0.0,18.0,0.0,1.810312271118164,-1.085504722595215,0.0,25.5,0.0,1.990556716918945,-0.9467451095581055,0.0,28.25,0.0,2.117156982421875,-0.81013126373291,0.0,33.75,0.0,2.184033393859864,-0.7665006637573242,0.0,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.11739182472229,-0.5440358117222786,0.0509512759745121,0.0769365280866622,0.0632713139057159,0.0601300671696662,0.0,2.1654367446899414,-0.4070846557617188,0.1917510479688644,19.5,0.0,2.221941947937012,-0.5104391098022458,0.1917510479688644,14.25,0.0,2.123951911926269,-0.3137437820434571,0.1917510479688644,17.75,0.0,1.717686653137207,-1.085504722595215,0.0,18.25,0.0,1.807451248168945,-1.0908691406250002,0.0,26.25,0.0,1.9862651824951167,-0.9431688308715819,0.0,28.25,0.0,2.124309539794922,-0.7897464752197264,0.0,33.75,0.0,2.190113067626953,-0.7436124801635742,0.0,26.5,,,,,,,,,,,,,,,
0.0,2.1299426555633545,-0.553097788989544,0.0791551992297172,0.0635405778884887,0.0994761735200882,0.0494601503014564,0.0,2.140045166015625,-0.5701629638671875,0.1917510479688644,20.0,0.0,2.1736621856689453,-0.5959121704101562,0.1917510479688644,23.25,0.0,2.205133438110352,-0.6055681228637695,0.1917510479688644,18.25,0.0,1.7069578170776367,-1.0837165832519533,0.0,16.0,0.0,1.8171072006225584,-1.0951606750488283,0.0,23.5,0.0,2.05850601196289,-0.8194295883178712,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.129542827606201,-0.5595676347613334,0.0583638250827789,0.0540177226066589,0.0618848577141761,0.0425588488578796,0.0,2.2798776626586914,-0.6731597900390625,-0.1917510479688644,13.5,0.0,2.214789390563965,-0.5544273376464842,-0.1917510479688644,15.0,0.0,1.724839210510254,-1.0758487701416017,0.0,12.5,0.0,1.864314079284668,-1.0357944488525392,0.0,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.125073194503784,-0.5390384465456006,0.0305748842656612,0.0866043493151664,0.0161286033689975,0.0692926347255706,0.0,2.202630043029785,-0.6656496047973631,-0.1917510479688644,15.25,0.0,2.16364860534668,-0.44570846557617194,-0.1917510479688644,20.5,0.0,2.122163772583008,-0.2257673263549806,-0.1917510479688644,18.5,0.0,1.7116069793701172,-1.063689422607422,0.0,14.5,0.0,1.8045902252197263,-1.1137573242187502,0.0,21.25,0.0,2.0821094512939453,-0.778660011291504,0.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.12012791633606,-0.5557722494006154,0.0066289622336626,0.0602265261113643,-0.0213927440345287,0.0484796538949012,0.0,2.193689346313477,-0.748619270324707,-0.1917510479688644,16.5,0.0,2.104997634887696,-0.6073562622070312,-0.1917510479688644,20.5,0.0,2.130389213562012,-0.6409732818603515,-0.1917510479688644,22.25,0.0,1.7137527465820312,-1.0619012832641603,0.0,14.25,0.0,1.811385154724121,-1.1234132766723635,0.0,20.75,0.0,2.040266990661621,-0.9188501358032227,0.0,24.75,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.111726999282837,-0.5703329414129257,-0.0201067086309194,0.0374625176191329,-0.0597548224031925,0.0308367013931274,0.0,1.955509185791016,-0.7071344375610351,-0.1917510479688644,15.25,0.0,2.042055130004883,-0.6488410949707031,-0.1917510479688644,19.5,0.0,2.135753631591797,-0.6280986785888671,-0.1917510479688644,19.5,0.0,2.227663993835449,-0.6023494720458984,-0.1917510479688644,15.5,0.0,1.8045902252197263,-1.1466590881347654,0.0,21.25,0.0,1.7023086547851562,-1.0794250488281252,0.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.108832836151123,-0.5914293050765991,-0.0430972315371036,-0.0021387711167335,-0.0913674086332321,-0.0054306611418724,0.0,2.138972282409668,-0.7865278244018554,-0.1917510479688644,17.25,0.0,2.162933349609375,-0.7343141555786132,-0.1917510479688644,21.5,0.0,2.190113067626953,-0.7289497375488281,-0.1917510479688644,16.25,0.0,2.071380615234375,-0.8147804260253906,0.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.1053004264831543,-0.6064337462186813,-0.0457302927970886,-0.0301048681139946,-0.079535998404026,-0.0302534736692905,0.0,1.949787139892578,-0.7693616867065429,0.1917510479688644,13.5,0.0,2.084970474243164,-0.6395427703857421,0.1917510479688644,19.5,0.0,2.1414756774902344,-0.6059257507324217,-0.1917510479688644,20.5,0.0,2.196907997131348,-0.6424037933349609,-0.1917510479688644,14.75,0.0,1.7673969268798828,-1.1452285766601564,0.0,22.5,0.0,1.698017120361328,-1.0769216537475588,0.0,16.25,0.0,2.0917654037475586,-0.7461158752441406,0.0,24.25,,,,,,,,,,,,,,,,,,,,
0.0,2.0997793674468994,-0.584687066078186,-0.0688326060771942,0.0148396231234073,-0.1096599549055099,0.0137593373656272,0.0,2.239823341369629,-0.5733816146850585,-0.1917510479688644,12.75,0.0,2.071738243103028,-0.3938524246215821,-0.1917510479688644,16.5,0.0,2.1518468856811523,-0.515445899963379,-0.1917510479688644,17.0,0.0,1.7495155334472656,-1.1080352783203127,0.0,24.75,0.0,1.6987323760986328,-1.0540334701538088,0.0,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.1034579277038574,-0.5976292759180069,-0.0364206209778785,-0.0120492856949567,-0.0382510274648666,-0.0129080154001712,0.0,1.784205436706543,-0.7343141555786132,0.1917510479688644,15.75,0.0,2.245187759399414,-0.6066410064697265,0.1917510479688644,16.5,0.0,2.242684364318848,-0.541552734375,0.1917510479688644,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.119318723678589,-0.5848208039999008,0.0180826000869274,0.0107582081109285,0.0489665567874908,0.0055626761168241,0.0,2.130746841430664,-0.5351154327392579,0.1917510479688644,25.75,0.0,2.1532773971557617,-0.5615798950195312,0.1917510479688644,28.0,0.0,2.19118595123291,-0.5740968704223631,0.1917510479688644,22.25,0.0,2.0499229431152344,-0.4986373901367187,0.1917510479688644,15.75,0.0,1.7273426055908203,-1.1387912750244142,0.0,24.5,0.0,1.6962289810180664,-1.058325004577637,0.0,20.0,0.0,2.065658569335937,-0.7275192260742187,0.0,24.75,0.0,2.1529197692871094,-0.6377546310424804,0.0,31.0,0.0,2.188682556152344,-0.6127206802368165,0.0,23.5,,,,,,,,,,
0.0,2.1380064487457275,-0.5833480477333066,0.072103627026081,0.0109724346548318,0.1218434423208236,0.0035898284986615,0.0,2.026677131652832,-0.6520597457885742,0.3835020959377289,12.75,0.0,2.142906188964844,-0.575885009765625,0.1917510479688644,22.75,0.0,2.175450325012207,-0.5630104064941406,0.1917510479688644,25.75,0.0,2.209067344665528,-0.5640832901000976,0.1917510479688644,21.0,0.0,1.6998052597045898,-1.0608283996582033,0.0,17.75,0.0,1.7963647842407229,-1.0515300750732424,0.0,22.75,0.0,2.1872520446777344,-0.6023494720458984,0.0,24.25,,,,,,,,,,,,,,,,,,,,
0.0,2.150430679321289,-0.5697393983602522,0.0950107350945472,0.0332333110272884,0.1359441429376602,0.0217529460787773,0.0,2.192258834838867,-0.4474966049194336,0.1917510479688644,13.0,0.0,1.7234086990356443,-1.0493843078613283,0.0,18.75,0.0,1.8156766891479488,-1.036509704589844,0.0,25.0,0.0,2.032756805419922,-0.7961837768554688,0.0,27.25,0.0,2.1343231201171875,-0.6745903015136717,0.0,32.5,0.0,2.180814743041992,-0.6205884933471679,0.0,24.75,,,,,,,,,,,,,,,,,,,,,,,,,
