Frame count,tid,posy,posz,vely,velz,accy,accz,pointy0,pointz0,snr0,pointy1,pointz1,snr1,pointy2,pointz2,snr2,pointy3,pointz3,snr3,pointy4,pointz4,snr4,pointy5,pointz5,snr5,pointy6,pointz6,snr6,pointy7,pointz7,snr7,pointy8,pointz8,snr8,pointy9,pointz9,snr9,pointy10,pointz10,snr10,pointy11,pointz11,snr11,pointy12,pointz12,snr12,pointy13,pointz13,snr13,pointy14,pointz14,snr14,pointy15,pointz15,snr15,pointy16,pointz16,snr16,pointy17,pointz17,snr17,pointy18,pointz18,snr18,pointy19,pointz19,snr19,pointy20,pointz20,snr20,pointy21,pointz21,snr21,pointy22,pointz22,snr22,pointy23,pointz23,snr23,pointy24,pointz24,snr24,pointy25,pointz25,snr25,pointy26,pointz26,snr26,pointy27,pointz27,snr27,pointy28,pointz28,snr28,pointy29,pointz29,snr29,pointy30,pointz30,snr30,pointy31,pointz31,snr31,pointy32,pointz32,snr32,pointy33,pointz33,snr33,pointy34,pointz34,snr34,pointy35,pointz35,snr35,pointy36,pointz36,snr36,pointy37,pointz37,snr37,pointy38,pointz38,snr38,pointy39,pointz39,snr39,pointy40,pointz40,snr40,pointy41,pointz41,snr41,pointy42,pointz42,snr42,pointy43,pointz43,snr43,pointy44,pointz44,snr44,pointy45,pointz45,snr45,pointy46,pointz46,snr46,pointy47,pointz47,snr47,pointy48,pointz48,snr48,pointy49,pointz49,snr49
53,0,3.33,-0.72,0.03,0.06,0.03,0.02,3.6,-1.31,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0,3.34,-0.7100000000000001,0.04,0.07,0.06,0.02,3.29,-0.6,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,3.34,-0.7100000000000001,0.04,0.07,0.06,0.02,3.45,-1.0900000000000003,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0,3.34,-0.7100000000000001,0.04,0.07,0.06,0.02,3.09,-0.88,9.75,3.37,-0.77,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0,3.38,-0.78,-0.19,0.02,0.0,0.0,3.53,-1.1400000000000001,7.0,3.43,-0.89,8.25,3.33,-0.63,8.0,3.2,-0.49,4.5,3.3,-0.78,24.75,3.37,-0.7999999999999999,22.25,3.13,-0.69,9.0,3.25,-0.73,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0,3.36,-0.77,-0.19,0.03,0.0,0.0,3.31,-0.82,6.0,3.44,-0.53,5.5,3.3,-0.7899999999999999,24.5,3.25,-0.75,19.0,3.37,-0.75,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0,3.34,-0.77,0.0,0.0,0.0,0.0,3.49,-1.29,17.25,3.62,-1.38,16.25,3.91,-1.41,6.75,3.25,-0.7899999999999999,18.25,3.31,-0.77,24.0,3.37,-0.76,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0,3.35,-0.77,0.04,0.01,0.05,-0.0,3.15,-0.77,5.0,3.26,-0.62,5.5,3.6,-1.3600000000000003,17.25,3.9,-1.44,7.25,3.4,-0.87,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0,3.35,-0.78,0.06,-0.02,0.08,-0.01,2.9,-0.9600000000000001,4.0,3.25,-0.84,5.25,3.61,-1.33,16.5,3.51,-1.25,19.5,3.95,-1.25,6.75,3.4,-0.88,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0,3.34,-0.78,-0.0,-0.06,0.03,-0.01,3.0,-0.76,4.5,3.11,-0.88,8.25,3.23,-0.87,7.5,3.39,-0.91,4.75,3.62,-1.35,16.75,3.93,-1.31,7.25,3.21,-0.75,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0,3.35,-0.8099999999999999,0.02,-0.14,0.08,-0.04,3.26,-1.1600000000000001,4.0,3.41,-0.9700000000000001,4.75,2.85,-1.0700000000000003,4.0,3.94,-1.2800000000000002,7.0,3.06,-0.89,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0,3.34,-0.87,0.03,-0.28,0.14,-0.11,2.83,-0.9199999999999998,4.0,2.9,-0.9700000000000001,9.0,3.59,-1.17,5.5,3.0,-0.89,6.75,3.62,-1.35,17.5,3.03,-0.9700000000000001,12.75,3.93,-1.33,7.25,3.19,-0.82,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0,3.35,-0.9,0.0,0.0,0.0,0.0,3.62,-1.33,16.75,3.93,-1.3600000000000003,7.0,2.86,-0.9899999999999999,4.75,3.03,-0.9500000000000001,13.5,3.19,-0.7899999999999999,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0,3.35,-0.9,0.0,0.0,0.0,0.0,3.61,-1.35,17.75,3.88,-1.52,8.25,2.85,-1.0300000000000002,4.75,3.04,-0.91,13.25,3.22,-0.64,18.75,3.32,-0.7100000000000001,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0,3.35,-0.88,-0.02,0.05,-0.04,0.03,3.28,-0.6799999999999999,5.25,2.86,-1.02,4.5,3.06,-0.87,13.5,3.23,-0.5899999999999999,19.5,3.32,-0.65,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0,3.35,-0.88,-0.02,0.05,-0.04,0.03,2.86,-1.04,4.5,3.06,-0.84,13.75,3.39,-0.89,22.5,3.21,-0.6,20.0,3.3,-0.74,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
