tid,posx,posy,posz,velx,vely,velz,accx,accy,accz,pointx1,pointy1,pointz1,doppler1,snr1,pointx2,pointy2,pointz2,doppler2,snr2,pointx3,pointy3,pointz3,doppler3,snr3,pointx4,pointy4,pointz4,doppler4,snr4,pointx5,pointy5,pointz5,doppler5,snr5,pointx6,pointy6,pointz6,doppler6,snr6
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.035902976989746,-0.4732458114624023,0.0,19.0,0.0,3.097414970397949,-0.461444091796875,0.0,21.75,0.0,3.1567811965942383,-0.4221050262451172,0.0,17.75,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.020882606506348,-0.5258171081542967,0.0,19.75,0.0,3.071308135986328,-0.5047170639038083,0.0,21.75,0.0,3.136754035949707,-0.4288999557495117,0.0,16.25,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.888202667236328,-0.5451290130615234,0.0,12.25,0.0,3.008365631103516,-0.4696695327758788,0.0,18.5,0.0,3.0688047409057617,-0.44320507049560554,0.0,20.0,0.0,3.143191337585449,-0.3956405639648438,0.0,14.5,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.021240234375,-0.49899501800537094,0.0,19.5,0.0,3.074526786804199,-0.43211860656738277,0.0,21.0,0.0,3.1478404998779297,-0.4095880508422852,0.0,16.0,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.015875816345215,-0.4288999557495117,0.0,19.0,0.0,3.079533576965332,-0.3788320541381836,0.0,20.75,0.0,3.154635429382324,-0.3970710754394532,0.0,16.0,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.032684326171875,-0.436410140991211,0.0,19.5,0.0,3.097057342529297,-0.36345405578613277,0.0,22.0,0.0,3.1560659408569336,-0.3902761459350586,0.0,18.25,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.9125213623046875,-0.5737392425537109,0.0,13.5,0.0,3.028392791748047,-0.4896966934204101,0.0,21.0,0.0,3.08382511138916,-0.4242507934570313,0.0,23.0,0.0,3.14176082611084,-0.3938524246215821,0.0,18.25,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.0115842819213867,-0.452145767211914,0.0,19.5,0.0,3.082394599914551,-0.3638116836547852,0.0,21.0,0.0,3.158211708068848,-0.3294794082641601,0.0,17.0,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.0115842819213867,-0.37489814758300777,0.0,18.0,0.0,3.090977668762207,-0.3194658279418946,0.0,20.0,0.0,3.166794776916504,-0.3380624771118163,0.0,16.5,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.881765365600586,-0.6027070999145506,0.0,13.0,0.0,3.003358840942383,-0.4221050262451172,0.0,19.5,0.0,3.075242042541504,-0.3516523361206055,0.0,20.25,0.0,3.1621456146240234,-0.3223268508911132,0.0,16.25,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.0301809310913086,-0.2719013214111327,0.0,16.25,0.0,3.1152963638305664,-0.2811996459960937,0.0,19.5,0.0,3.178954124450684,-0.3316251754760742,0.0,17.0,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.119230270385742,-0.3666727066040038,0.0,20.25,0.0,3.1746625900268555,-0.43176097869873054,0.0,17.25,0.0,3.0437707901000977,-0.2765504837036132,0.0,16.75,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.166079521179199,-0.3298370361328124,0.0,15.25,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.026247024536133,-0.38348121643066413,0.0,17.75,0.0,3.0673742294311523,-0.41495246887207027,0.0,19.5,0.0,3.1414031982421875,-0.3899185180664063,0.0,13.75,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.0226707458496094,-0.415667724609375,0.0,16.5,0.0,3.088831901550293,-0.46001358032226547,0.0,18.75,0.0,3.1603574752807617,-0.4668085098266601,0.0,14.75,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.018379211425781,-0.3602354049682617,0.0,17.75,0.0,3.0695199966430664,-0.38062019348144527,0.0,19.0,0.0,3.153562545776367,-0.4081575393676758,0.0,14.0,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.003716468811035,-0.41459484100341804,0.0,18.0,0.0,3.073453903198242,-0.49720687866210933,0.0,18.5,0.0,3.1682252883911133,-0.44928474426269527,0.0,14.5,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.8034448623657227,-0.7665006637573242,0.0,12.75,0.0,3.176808357238769,-0.39206428527832027,0.0,13.75,0.0,2.9854774475097656,-0.2629606246948242,0.0,15.75,0.0,3.081679344177246,-0.2261249542236329,0.0,17.25,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.987265586853028,-0.447854232788086,0.0,15.25,0.0,3.0813217163085938,-0.39492530822753913,0.0,16.25,0.0,3.180384635925293,-0.47038478851318344,0.0,12.5,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.972245216369629,-0.5837528228759765,0.0,15.75,0.0,3.0759572982788086,-0.3820507049560547,0.0,16.0,0.0,3.1861066818237305,-0.447854232788086,0.0,12.5,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.822399139404297,-0.7207242965698242,0.0,13.75,0.0,2.977609634399414,-0.5494205474853515,0.0,17.5,0.0,3.082394599914551,-0.47932548522949203,0.0,18.25,0.0,3.179311752319336,-0.40923042297363277,0.0,14.5,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.785563468933105,-0.8079854965209959,0.0,12.5,0.0,3.1020641326904297,-0.6270257949829101,0.0,16.5,0.0,2.980470657348633,-0.541552734375,0.0,14.75,0.0,3.1964778900146484,-0.5075780868530273,0.0,14.25,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.1260251998901367,-0.3795473098754883,0.0,18.75,0.0,3.1932592391967773,-0.462516975402832,0.0,16.25,0.0,3.020882606506348,-0.333413314819336,0.0,15.0,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.005504608154297,-0.49434585571289047,0.0,12.75,0.0,3.1467676162719727,-0.5068628311157226,0.0,17.25,0.0,3.210067749023437,-0.4846899032592773,0.0,15.75,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.7676820755004883,-0.9134857177734376,0.0,12.0,0.0,3.011941909790039,-0.6080715179443359,0.0,15.75,0.0,3.1195878982543945,-0.475033950805664,0.0,19.0,0.0,3.178238868713379,-0.333413314819336,0.0,16.0,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.0226707458496094,-0.6652919769287109,0.0,15.0,0.0,3.179311752319336,-0.379189682006836,0.0,16.0,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.9979944229125977,-0.6978361129760742,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.7970075607299805,-0.938877296447754,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.802729606628418,-0.9649841308593751,0.0,12.25,0.0,3.0072927474975586,-0.6373970031738281,0.0,18.0,0.0,3.072023391723633,-0.5762426376342773,0.0,19.75,0.0,3.139257431030273,-0.4221050262451172,0.0,14.5,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.8384923934936523,-0.918134880065918,0.0,12.5,0.0,3.014802932739258,-0.6052104949951171,0.0,19.25,0.0,3.073453903198242,-0.5487052917480467,0.0,20.75,0.0,3.147125244140625,-0.47360343933105453,0.0,15.75,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.8209686279296875,-0.9882299423217774,0.0,12.5,0.0,3.002643585205078,-0.6109325408935546,0.0,19.0,0.0,3.058433532714844,-0.5440561294555665,0.0,19.75,0.0,3.1442642211914062,-0.46859664916992183,0.0,13.75,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.823472023010254,-0.938877296447754,0.0,13.25,0.0,3.001928329467773,-0.6263105392456054,0.0,19.75,0.0,3.0530691146850586,-0.5934087753295898,0.0,20.5,0.0,3.137826919555664,-0.5469171524047851,0.0,14.25,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.816319465637207,-0.9084789276123048,0.0,12.25,0.0,3.022313117980957,-0.5315391540527342,0.0,19.25,0.0,3.066658973693848,-0.5165187835693359,0.0,20.75,0.0,3.139615058898926,-0.48182888031005844,0.0,14.75,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.0062198638916016,-0.5508510589599609,0.0,17.5,0.0,3.072023391723633,-0.4775373458862304,0.0,18.75,0.0,3.151416778564453,-0.3419963836669922,0.0,13.5,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.776622772216797,-0.9292213439941407,0.0,13.0,0.0,2.971529960632324,-0.6152240753173829,0.0,16.0,0.0,3.068089485168457,-0.561222267150879,0.0,16.75,0.0,3.160715103149414,-0.590547752380371,0.0,12.25,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.754449844360352,-0.9771434783935548,0.0,12.25,0.0,2.9593706130981445,-0.6896106719970704,0.0,14.25,0.0,3.0612945556640625,-0.7253734588623046,0.0,15.25,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.964019775390625,-0.4592983245849609,0.0,15.25,0.0,3.05020809173584,-0.4675237655639648,0.0,14.5,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.9790401458740234,-0.5590764999389648,0.0,16.5,0.0,3.045201301574707,-0.5025712966918945,0.0,16.5,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.995133399963379,-0.42925758361816413,0.0,13.75,0.0,3.0688047409057617,-0.3588048934936524,0.0,15.0,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.070950508117676,-0.4346220016479492,0.0,18.5,0.0,3.147125244140625,-0.4281847000122071,0.0,13.0,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.0230283737182617,-0.46537799835205074,0.0,15.25,0.0,3.079533576965332,-0.45321865081787094,0.0,17.25,0.0,3.1539201736450195,-0.43533725738525386,0.0,12.25,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.0280351638793945,-0.4650203704833984,0.0,17.75,0.0,3.06093692779541,-0.4310457229614258,0.0,19.0,0.0,3.137826919555664,-0.41244907379150386,0.0,13.0,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.0308961868286133,-0.4428474426269532,0.0,16.5,0.0,3.0705928802490234,-0.4460660934448242,0.0,18.0,0.0,3.1474828720092773,-0.484332275390625,0.0,12.5,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.009796142578125,-0.3934947967529297,0.0,17.25,0.0,3.0580759048461914,-0.40636940002441413,0.0,18.0,0.0,3.1485557556152344,-0.4103033065795899,0.0,12.25,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.130674362182617,-0.4832593917846679,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.023386001586914,-0.509366226196289,0.0,17.75,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.0040740966796875,-0.5179492950439454,0.0,18.5,0.0,3.0487775802612305,-0.5215255737304687,0.0,19.0,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.0155181884765625,-0.484332275390625,0.0,17.75,0.0,3.066658973693848,-0.47288818359375,0.0,18.75,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.021240234375,-0.5254594802856445,0.0,17.0,0.0,3.087401390075684,-0.45894069671630844,0.0,18.75,0.0,3.165721893310547,-0.415667724609375,0.0,15.0,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.014802932739258,-0.5229560852050781,0.0,17.25,0.0,3.0820369720458984,-0.4954187393188476,0.0,19.0,0.0,3.1610727310180664,-0.3795473098754883,0.0,14.75,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.020167350769043,-0.43426437377929694,0.0,17.25,0.0,3.084897994995117,-0.47610683441162094,0.0,19.25,0.0,3.1589269638061523,-0.3706066131591797,0.0,15.0,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,3.017306327819824,-0.4671661376953125,0.0,17.0,0.0,3.082752227783203,-0.48290176391601547,0.0,19.0,0.0,3.150343894958496,-0.4196016311645508,0.0,14.5,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.864241600036621,-0.6177274703979492,0.0,12.5,0.0,2.995133399963379,-0.4274694442749024,0.0,18.25,0.0,3.065943717956543,-0.4693119049072265,0.0,18.75,0.0,3.149986267089844,-0.3734676361083985,0.0,14.0,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.8635263442993164,-0.644549560546875,0.0,13.75,0.0,2.9886960983276367,-0.4904119491577148,0.0,19.25,0.0,3.054141998291016,-0.5075780868530273,0.0,19.5,0.0,3.141045570373535,-0.42389316558837886,0.0,13.75,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.856016159057617,-0.7089225769042968,0.0,14.75,0.0,2.971887588500977,-0.5698053359985351,0.0,19.25,0.0,3.0344724655151367,-0.5547849655151367,0.0,19.0,0.0,3.133535385131836,-0.4381982803344727,0.0,12.25,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.873539924621582,-0.6599275588989256,0.0,14.0,0.0,3.008008003234864,-0.4993526458740234,0.0,20.25,0.0,3.0673742294311523,-0.48576278686523433,0.0,21.25,0.0,3.136754035949707,-0.4210321426391602,0.0,16.0,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.879619598388672,-0.554069709777832,0.0,13.5,0.0,3.006577491760254,-0.4707424163818359,0.0,19.75,0.0,3.066658973693848,-0.5075780868530273,0.0,20.75,0.0,3.141045570373535,-0.4196016311645508,0.0,15.25,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.822399139404297,-0.8355228424072264,0.0,13.5,0.0,2.978682518005371,-0.5140153884887695,0.0,17.25,0.0,3.062725067138672,-0.4167406082153321,0.0,17.5,0.0,3.174304962158203,-0.3452150344848632,0.0,13.0,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.8241872787475586,-0.7879583358764648,0.0,12.75,0.0,2.9865503311157227,-0.4732458114624023,0.0,16.75,0.0,3.0798912048339844,-0.4242507934570313,0.0,17.5,0.0,3.176808357238769,-0.4138795852661133,0.0,13.75,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.810597419738769,-0.797614288330078,0.0,13.0,0.0,2.979397773742676,-0.4668085098266601,0.0,16.5,0.0,3.064155578613281,-0.3394929885864257,0.0,16.75,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.8209686279296875,-0.7808057785034179,0.0,12.5,0.0,2.995133399963379,-0.44928474426269527,0.0,16.5,0.0,3.0770301818847656,-0.3344861984252929,0.0,17.75,0.0,3.165721893310547,-0.2930013656616211,0.0,13.0,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.766966819763184,-0.9227840423583983,0.0,14.5,0.0,2.956151962280273,-0.6205884933471679,0.0,15.75,0.0,3.085255622863769,-0.32912178039550777,0.0,17.0,0.0,3.176450729370117,-0.3191082000732422,0.0,13.0,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.825260162353516,-0.8787958145141602,0.0,13.75,0.0,2.99227237701416,-0.48576278686523433,0.0,18.0,0.0,3.0573606491088867,-0.3638116836547852,0.0,18.5,0.0,3.144979476928711,-0.2829877853393554,0.0,13.25,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.7927160263061523,-0.928506088256836,0.0,13.75,0.0,2.99227237701416,-0.4396287918090821,0.0,17.5,,,,,,,,,,,,,,,,,,,,
0.0,0.1322928667068481,3.009296178817749,-0.44998351229987743,0.1733607202768325,0.0765412002801895,-4.4952303142054006e-05,0.1092789992690086,-0.0167812369763851,-2.886817856051493e-05,0.0,2.772688865661621,-0.9184925079345704,0.0,13.25,0.0,2.999424934387207,-0.38026256561279304,0.0,16.0,0.0,3.088831901550293,-0.2590267181396485,0.0,18.0,0.0,3.161787986755371,-0.3040878295898437,0.0,14.5,,,,,,,,,,
