tid,posx,posy,posz,velx,vely,velz,accx,accy,accz,pointx1,pointy1,pointz1,doppler1,snr1,pointx2,pointy2,pointz2,doppler2,snr2,pointx3,pointy3,pointz3,doppler3,snr3,pointx4,pointy4,pointz4,doppler4,snr4,pointx5,pointy5,pointz5,doppler5,snr5,pointx6,pointy6,pointz6,doppler6,snr6,pointx7,pointy7,pointz7,doppler7,snr7,pointx8,pointy8,pointz8,doppler8,snr8,pointx9,pointy9,pointz9,doppler9,snr9,pointx10,pointy10,pointz10,doppler10,snr10,pointx11,pointy11,pointz11,doppler11,snr11,pointx12,pointy12,pointz12,doppler12,snr12
0.0,0.20854046940803528,3.911484718322754,-0.0037764599546790123,0.11872932314872742,-0.026281312108039856,0.006851141341030598,0.08917546272277832,-0.006315864622592926,0.004543527960777283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.20854046940803528,3.911484718322754,-0.0037764599546790123,0.11872932314872742,-0.026281312108039856,0.006851141341030598,0.08917546272277832,-0.006315864622592926,0.004543527960777283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.2182588279247284,3.908721446990967,-0.0031317034736275673,0.13550105690956116,-0.009185368195176125,0.007760282140225172,0.1030515655875206,0.02609492838382721,0.005135843064635992,0.0,3.742218017578125,0.28002262115478516,0.19175104796886444,17.0,0.0,3.75974178314209,0.2224445343017578,0.19175104796886444,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.26686227321624756,3.912195920944214,-0.0024393571075052023,0.21275243163108826,0.014691760763525963,0.008688743226230145,0.1622294932603836,0.06332921981811523,0.005723539274185896,0.0,3.7479400634765625,0.48100948333740234,0.19175104796886444,12.5,0.0,3.8133859634399414,0.46384334564208984,0.19175104796886444,15.75,0.0,4.009366035461426,0.39124488830566406,0.19175104796886444,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.26686227321624756,3.912195920944214,-0.0024393571075052023,0.21275243163108826,0.014691760763525963,0.008688743226230145,0.1622294932603836,0.06332921981811523,0.005723539274185896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.34532463550567627,3.9038736820220947,-0.0022233333438634872,0.33233994245529175,-0.010669887065887451,0.009016777388751507,0.24974432587623596,0.0312202088534832,0.0059447744861245155,0.0,3.802657127380371,0.8497238159179688,-0.19175104796886444,17.0,0.0,3.887772560119629,1.0546445846557617,-0.19175104796886444,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.33473140001296997,3.8998708724975586,-0.002136161318048835,0.3146185576915741,-0.01967882364988327,0.009168699383735657,0.23556400835514069,0.020428869873285294,0.006053905934095383,0.0,3.8344860076904297,0.18024444580078125,-0.19175104796886444,12.25,0.0,3.7658214569091797,0.217437744140625,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.33105728030204773,3.8956212997436523,-0.0020566366147249937,0.3078314960002899,-0.02849939838051796,0.009308094158768654,0.22967851161956787,0.010356600396335125,0.006154272705316544,0.0,3.818392753601074,0.2846717834472656,-0.19175104796886444,12.5,0.0,3.760814666748047,0.2903938293457031,0.0,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.3625882565975189,3.874556541442871,-0.0018029435304924846,0.353217750787735,-0.06496021896600723,0.009779265150427818,0.2608013451099396,-0.0264444462954998,0.006501288618892431,0.0,3.643512725830078,0.538945198059082,-0.19175104796886444,15.75,0.0,3.7064552307128906,0.5278587341308594,-0.19175104796886444,24.5,0.0,3.717184066772461,0.525355339050293,-0.19175104796886444,24.5,0.0,4.002571105957031,0.45561790466308594,-0.19175104796886444,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.3936269283294678,3.8592844009399414,-0.000807162607088685,0.3670022189617157,-0.08582132309675217,0.01042615994811058,0.24895401298999786,-0.04995853453874588,0.006504426244646311,0.0,3.6842823028564453,0.3447532653808594,-0.3835020959377289,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4757035970687866,3.8166470527648926,2.0525476429611444e-05,0.46503162384033203,-0.1606886088848114,0.010688058100640774,0.3036765158176422,-0.13963809609413147,0.006247490644454956,0.0,3.585219383239746,0.6161928176879883,-0.3835020959377289,16.25,0.0,3.618478775024414,0.6490945816040039,-0.3835020959377289,20.75,0.0,3.6420822143554688,0.7377862930297852,-0.3835020959377289,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.45951420068740845,3.791602849960327,0.0008498555398546159,0.37691056728363037,-0.1840052455663681,0.010921664535999298,0.20542001724243164,-0.15172868967056274,0.0060036336071789265,0.0,3.6263465881347656,0.21958351135253906,-0.19175104796886444,13.25,0.0,3.67891788482666,0.2707242965698242,-0.19175104796886444,18.0,0.0,3.743290901184082,0.2732276916503906,-0.19175104796886444,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4267998933792114,3.7667806148529053,0.0015155524015426636,0.2687394917011261,-0.2001776546239853,0.0108640780672431,0.1011771485209465,-0.1521957665681839,0.005602693650871515,0.0,3.6013126373291016,0.1577138900756836,-0.19175104796886444,15.5,0.0,3.6399364471435547,0.20635128021240234,-0.19175104796886444,18.5,0.0,3.7440061569213867,0.3018379211425781,-0.19175104796886444,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4015187621116638,3.7405953407287598,0.002179639646783471,0.1864994764328003,-0.21445949375629425,0.010795173235237598,0.027913235127925873,-0.1485123485326767,0.005231704097241163,0.0,3.5752058029174805,0.14090538024902344,-0.19175104796886444,16.75,0.0,3.588438034057617,0.22602081298828125,-0.19175104796886444,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4079122245311737,3.7184360027313232,0.0029454410541802645,0.16818863153457642,-0.22707650065422058,0.010840368457138538,0.01156039722263813,-0.14542123675346375,0.004955161828547716,0.0,3.6739110946655273,0.3165006637573242,-0.19175104796886444,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.2629915475845337,3.711618423461914,0.002898432780057192,-0.09763087332248688,-0.2034236192703247,0.009798241779208183,-0.19119364023208618,-0.10632073879241943,0.004099752753973007,0.0,3.548741340637207,-0.0661611557006836,-0.19175104796886444,12.25,0.0,3.657817840576172,-0.08296966552734375,-0.19175104796886444,13.75,0.0,3.791213035583496,0.036835670471191406,-0.19175104796886444,12.0,0.0,3.975033760070801,-0.6537437438964844,0.0,14.25,0.0,3.7103891372680664,0.4820823669433594,0.0,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.20974895358085632,3.6870028972625732,0.002784435637295246,-0.18521325290203094,-0.2183043658733368,0.008743466809391975,-0.24303299188613892,-0.11223991960287094,0.0033036640379577875,0.0,3.745436668395996,-0.18739700317382812,-0.3835020959377289,14.25,0.0,3.568410873413086,0.26607513427734375,-0.19175104796886444,17.5,0.0,3.6163330078125,0.20492076873779297,-0.19175104796886444,18.75,0.0,3.678560256958008,0.5342960357666016,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.24677181243896484,3.6530487537384033,0.002940408419817686,-0.1192798912525177,-0.23877598345279694,0.008156059309840202,-0.17489461600780487,-0.1127360388636589,0.002822591457515955,0.0,3.8144588470458984,-1.295328140258789,-0.7670041918754578,13.0,0.0,3.492593765258789,0.4291534423828125,-0.19175104796886444,16.0,0.0,3.539443016052246,0.4030466079711914,-0.19175104796886444,14.0,0.0,3.71396541595459,0.3039836883544922,0.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.13346056640148163,3.63710618019104,0.0022745495662093163,-0.29321610927581787,-0.23683616518974304,0.0066042374819517136,-0.2924354374408722,-0.10373091697692871,0.0018785743741318583,0.0,3.998994827270508,-0.4849433898925781,-0.3835020959377289,14.25,0.0,3.729701042175293,-0.17631053924560547,-0.3835020959377289,15.75,0.0,3.4847259521484375,0.1652240753173828,-0.19175104796886444,17.75,0.0,3.5276412963867188,0.15056133270263672,-0.19175104796886444,25.0,0.0,3.5598278045654297,0.1308917999267578,-0.19175104796886444,23.25,0.0,3.71396541595459,0.34046173095703125,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.11415603011846542,3.594430923461914,0.002237771637737751,-0.3041323721408844,-0.2819100618362427,0.005925741512328386,-0.27863308787345886,-0.14375928044319153,0.0014368832344189286,0.0,3.4804344177246094,0.1380443572998047,-0.3835020959377289,16.0,0.0,3.5201311111450195,0.1233816146850586,-0.3835020959377289,22.75,0.0,3.54158878326416,0.14197826385498047,-0.3835020959377289,20.5,0.0,3.7554502487182617,0.06759166717529297,0.0,12.75,0.0,3.4693479537963867,0.13303756713867188,0.0,14.25,0.0,3.513336181640625,0.1537799835205078,0.0,20.75,0.0,3.567337989807129,0.20992755889892578,0.0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.12984487414360046,3.558176279067993,0.002162274206057191,-0.25684303045272827,-0.304937481880188,0.005276847165077925,-0.21987858414649963,-0.14937537908554077,0.0010422217892482877,0.0,3.461122512817383,0.23496150970458984,-0.3835020959377289,15.0,0.0,3.504037857055664,0.263214111328125,-0.3835020959377289,20.75,0.0,3.556966781616211,0.2524852752685547,-0.19175104796886444,18.5,0.0,3.746151924133301,-0.3504753112792969,0.0,12.5,0.0,3.471851348876953,0.10371208190917969,0.0,13.75,0.0,3.5179853439331055,0.13768672943115234,0.0,20.5,0.0,3.565192222595215,0.19490718841552734,0.0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.13392235338687897,3.52571964263916,0.0020590978674590588,-0.22963517904281616,-0.31955862045288086,0.004650427959859371,-0.18082047998905182,-0.14672324061393738,0.0006829425692558289,0.0,3.4346580505371094,0.2510547637939453,-0.3835020959377289,15.25,0.0,3.4940242767333984,0.22923946380615234,-0.3835020959377289,19.5,0.0,3.6031007766723633,0.15985965728759766,-0.19175104796886444,17.5,0.0,3.4700632095336914,0.17344951629638672,0.0,17.0,0.0,3.5104751586914062,0.18095970153808594,0.0,23.0,0.0,3.562331199645996,0.20456314086914062,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.05983109027147293,3.4898319244384766,0.0019368890207260847,-0.3284164369106293,-0.34354618191719055,0.004044350236654282,-0.2456880509853363,-0.16060520708560944,0.00035222270525991917,0.0,3.4182071685791016,-0.057220458984375,-0.3835020959377289,15.25,0.0,3.465414047241211,-0.051856040954589844,-0.3835020959377289,18.0,0.0,3.560185432434082,-0.09799003601074219,-0.3835020959377289,14.0,0.0,3.5086870193481445,0.21600723266601562,0.0,22.5,0.0,3.5626888275146484,0.26214122772216797,0.0,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.016014762222766876,3.450705051422119,0.0019527784315869212,-0.36864590644836426,-0.36566880345344543,0.0036433495115488768,-0.2583358585834503,-0.1670961230993271,0.00014006946003064513,0.0,3.3878087997436523,-0.013589859008789062,-0.3835020959377289,16.75,0.0,3.438591957092285,-0.02968311309814453,-0.3835020959377289,17.75,0.0,3.738999366760254,0.1823902130126953,0.0,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.022141506895422935,3.4133026599884033,0.002317813690751791,-0.3944794833660126,-0.3823784291744232,0.00365735637024045,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.06733225286006927,3.354146718978882,0.0023534283973276615,-0.40165382623672485,-0.43142950534820557,0.003291220171377063,-0.004746398888528347,-0.06245992332696915,-0.00017838053463492543,0.0,3.290891647338867,-0.1233816146850586,-0.7670041918754578,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.12941910326480865,3.286735773086548,0.00204396597109735,-0.43436676263809204,-0.4836135506629944,0.002599176485091448,-0.02890753000974655,-0.11486037075519562,-0.0004984500701539218,0.0,3.1843185424804688,-0.1838207244873047,-0.5752531439065933,16.0,0.0,3.2204389572143555,-0.17595291137695312,-0.5752531439065933,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.18381956219673157,3.2244701385498047,0.001761989900842309,-0.45243778824806213,-0.5225815176963806,0.0019944068044424057,-0.03974083811044693,-0.14688174426555634,-0.000758457463234663,0.0,3.1585693359375,-0.2224445343017578,-0.5752531439065933,15.0,0.0,3.229379653930664,-0.2027750015258789,-0.5752531439065933,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.22926205396652222,3.1714775562286377,0.0019576381891965866,-0.45641186833381653,-0.5372697114944458,0.0019185610581189394,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.27490323781967163,3.117750644683838,0.0021494943648576736,-0.45641186833381653,-0.5372697114944458,0.0019185610581189394,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.32054442167282104,3.064023733139038,0.0023413505405187607,-0.45641186833381653,-0.5372697114944458,0.0019185610581189394,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.12579040229320526,1.7181179523468018,0.030070824548602104,0.013998941518366337,-0.19120562076568604,-0.0033465169835835695,0.0,0.0,0.0,0.0,2.0581483840942383,-1.1622905731201172,0.5752531439065933,16.0,0.0,2.0781755447387695,-1.30462646484375,0.3835020959377289,13.0,0.0,1.9701719284057617,-1.0371208190917969,0.3835020959377289,17.0,0.0,1.7015933990478516,-0.19347667694091797,0.19175104796886444,23.75,0.0,1.707315444946289,-0.2263784408569336,0.19175104796886444,23.75,0.0,1.804947853088379,-0.2893209457397461,0.3835020959377289,13.25,0.0,1.6554594039916992,-0.12481212615966797,0.19175104796886444,15.5,0.0,1.9948482513427734,-1.340031623840332,0.0,18.0,0.0,2.030611038208008,-1.4154911041259766,0.0,17.75,0.0,1.9129514694213867,-1.0542869567871094,0.0,18.5,,,,,,,,,,
0.0,-0.12163174897432327,1.7126407623291016,0.02941087819635868,0.04149185121059418,-0.05082365870475769,-0.006560971960425377,-0.0018925981130450964,0.07895113527774811,0.0007695676758885384,0.0,2.095341682434082,-1.3511180877685547,0.19175104796886444,15.25,0.0,2.063155174255371,-1.0986328125,0.19175104796886444,15.5,0.0,1.9869804382324219,-0.8736848831176758,0.19175104796886444,19.5,0.0,1.8210411071777344,-0.33795833587646484,0.19175104796886444,16.0,0.0,1.7173290252685547,-0.2034902572631836,0.19175104796886444,25.25,0.0,1.7169713973999023,-0.13697147369384766,0.19175104796886444,25.25,0.0,1.67083740234375,-0.0400543212890625,0.19175104796886444,16.25,0.0,2.0799636840820312,-1.3554096221923828,0.0,17.75,0.0,2.0188093185424805,-1.2867450714111328,0.0,17.0,0.0,1.9125938415527344,-1.0138750076293945,0.0,18.5,,,,,,,,,,
0.0,-0.1273985356092453,1.6978521347045898,0.024828080087900162,-0.008905090391635895,-0.09947267174720764,-0.026607641950249672,-0.00864671915769577,0.018223319202661514,-0.003940183203667402,0.0,1.684427261352539,0.06008148193359375,0.19175104796886444,14.5,0.0,1.7538070678710938,0.1062154769897461,0.19175104796886444,24.5,0.0,1.7663240432739258,0.16736984252929688,0.19175104796886444,26.25,0.0,1.8067359924316406,0.2492666244506836,0.19175104796886444,20.0,0.0,2.068161964416504,-1.2298822402954102,0.0,16.75,0.0,2.1185874938964844,-1.2981891632080078,0.0,17.0,0.0,1.9712448120117188,-0.9466409683227539,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0700373575091362,1.7061173915863037,0.01795429363846779,0.19280104339122772,-0.01936270296573639,-0.04143435135483742,0.0465288981795311,0.13891837000846863,-0.006973148323595524,0.0,1.7620325088500977,-0.2052783966064453,0.3835020959377289,26.75,0.0,1.8171072006225586,-0.1856088638305664,0.3835020959377289,21.25,0.0,1.6847848892211914,-0.08118152618408203,0.3835020959377289,13.5,0.0,1.7459392547607422,-0.16307830810546875,0.3835020959377289,23.75,0.0,2.009153366088867,-1.3443231582641602,0.0,18.25,0.0,2.048492431640625,-1.3918876647949219,0.0,18.75,0.0,1.956939697265625,-0.9291172027587891,0.0,19.0,0.0,1.6483068466186523,-0.19562244415283203,0.0,15.5,0.0,1.707315444946289,-0.2321004867553711,0.0,24.25,0.0,1.7294883728027344,-0.27430057525634766,0.0,25.5,,,,,,,,,,
0.0,-0.03789442777633667,1.7195121049880981,0.009604474529623985,0.2312810868024826,0.05648782476782799,-0.05328890681266785,0.05779207497835159,0.2682059705257416,-0.010615799576044083,0.0,2.0052194595336914,-1.4094114303588867,0.5752531439065933,14.25,0.0,2.0377635955810547,-1.485586166381836,0.3835020959377289,15.25,0.0,1.7588138580322266,-0.0833272933959961,0.5752531439065933,21.0,0.0,1.7824172973632812,-0.14841556549072266,0.5752531439065933,23.25,0.0,1.8514394760131836,-0.15592575073242188,0.5752531439065933,18.5,0.0,2.027750015258789,-1.3049840927124023,0.0,18.25,0.0,2.058863639831543,-1.381516456604004,0.0,18.5,0.0,1.946568489074707,-0.9087324142456055,0.0,19.75,,,,,,,,,,,,,,,,,,,,
0.0,0.01692487671971321,1.7209525108337402,0.0036086924374103546,0.3094105124473572,0.05720161646604538,-0.055763255804777145,0.09629160165786743,0.20652729272842407,-0.011357038281857967,0.0,1.9286870956420898,-1.4230012893676758,0.19175104796886444,13.5,0.0,2.0946264266967773,-1.4609098434448242,0.3835020959377289,12.5,0.0,1.990199089050293,-0.46312808990478516,0.5752531439065933,15.25,0.0,1.807093620300293,0.054001808166503906,0.5752531439065933,18.75,0.0,1.8367767333984375,0.05328655242919922,0.5752531439065933,23.5,0.0,1.8714666366577148,0.02753734588623047,0.5752531439065933,20.75,0.0,2.063870429992676,-1.3804435729980469,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0355827733874321,1.7338184118270874,-0.002160454634577036,0.1473124921321869,0.11423329263925552,-0.05728134512901306,-0.010898679494857788,0.2970369756221771,-0.011876276694238186,0.0,2.1085739135742188,-1.2881755828857422,0.19175104796886444,13.75,0.0,2.0617246627807617,-0.9834766387939453,0.19175104796886444,20.25,0.0,1.9898414611816406,-0.687718391418457,0.5752531439065933,24.25,0.0,1.9336938858032227,-0.4069805145263672,0.5752531439065933,23.25,0.0,1.8979310989379883,-0.2943277359008789,0.5752531439065933,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.13478930294513702,1.7538973093032837,-0.006433271802961826,-0.07374013960361481,0.17159503698349,-0.05559893324971199,-0.17672227323055267,0.34845972061157227,-0.009856725111603737,0.0,2.204775810241699,-1.238107681274414,0.3835020959377289,12.75,0.0,2.390742301940918,-1.2438297271728516,0.3835020959377289,13.0,0.0,2.0846128463745117,-0.9158849716186523,0.7670041918754578,18.0,0.0,1.8879175186157227,0.05257129669189453,0.5752531439065933,13.0,0.0,2.0220279693603516,0.03647804260253906,0.3835020959377289,26.75,0.0,1.9598007202148438,0.06866455078125,0.3835020959377289,25.25,0.0,1.9737482070922852,0.06973743438720703,0.3835020959377289,28.25,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.3627011179924011,1.7827229499816895,-0.007148257922381163,-0.49805811047554016,0.21324685215950012,-0.0468536838889122,-0.5119810700416565,0.3302675485610962,-0.0008112434297800064,0.0,2.2248029708862305,-1.07574462890625,1.1505062878131866,13.5,0.0,2.1371841430664062,-0.7259845733642578,1.1505062878131866,17.5,0.0,2.0002126693725586,0.14519691467285156,0.5752531439065933,20.25,0.0,2.0248889923095703,0.18739700317382812,0.5752531439065933,26.5,0.0,2.042412757873535,0.2574920654296875,0.5752531439065933,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.4284084141254425,1.796165108680725,-0.00842909887433052,-0.5604485869407654,0.20283402502536774,-0.03994494304060936,-0.5024144649505615,0.24946285784244537,0.00631878525018692,0.0,2.341747283935547,-1.2191534042358398,0.19175104796886444,12.5,0.0,2.283453941345215,-1.028895378112793,1.1505062878131866,19.75,0.0,2.186894416809082,-0.6726980209350586,0.5752531439065933,20.5,0.0,2.1039247512817383,-0.2943277359008789,0.5752531439065933,20.5,0.0,2.113938331604004,-0.21457672119140625,0.5752531439065933,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.48754045367240906,1.8188445568084717,-0.007318943273276091,-0.6008334159851074,0.21130704879760742,-0.029443465173244476,-0.47982269525527954,0.20855750143527985,0.01593155600130558,0.0,2.391815185546875,-1.3257265090942383,0.19175104796886444,16.5,0.0,2.3778676986694336,-1.508474349975586,0.19175104796886444,12.75,0.0,2.356410026550293,-1.0285377502441406,0.7670041918754578,15.25,0.0,2.262711524963379,-0.3300905227661133,0.3835020959377289,16.5,0.0,2.1750926971435547,-0.13267993927001953,0.3835020959377289,20.0,0.0,2.122163772583008,0.008940696716308594,0.3835020959377289,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
