tid,posx,posy,posz,velx,vely,velz,accx,accy,accz,pointx1,pointy1,pointz1,doppler1,snr1,pointx2,pointy2,pointz2,doppler2,snr2,pointx3,pointy3,pointz3,doppler3,snr3,pointx4,pointy4,pointz4,doppler4,snr4,pointx5,pointy5,pointz5,doppler5,snr5,pointx6,pointy6,pointz6,doppler6,snr6,pointx7,pointy7,pointz7,doppler7,snr7,pointx8,pointy8,pointz8,doppler8,snr8,pointx9,pointy9,pointz9,doppler9,snr9,pointx10,pointy10,pointz10,doppler10,snr10,pointx11,pointy11,pointz11,doppler11,snr11,pointx12,pointy12,pointz12,doppler12,snr12,pointx13,pointy13,pointz13,doppler13,snr13,pointx14,pointy14,pointz14,doppler14,snr14,pointx15,pointy15,pointz15,doppler15,snr15,pointx16,pointy16,pointz16,doppler16,snr16,pointx17,pointy17,pointz17,doppler17,snr17
0.0,0.031514231115579605,1.4640791416168213,-1.0563936233520508,0.0033465169835835695,0.155471533536911,-0.11217913776636124,0.0,0.0,0.0,0.0,1.5238523483276367,-1.2499094009399414,0.19175104796886444,21.0,0.0,1.5639066696166992,-1.3132095336914062,0.19175104796886444,17.25,0.0,1.4759302139282227,-1.065373420715332,0.19175104796886444,20.25,0.0,1.3157129287719727,-0.813603401184082,0.19175104796886444,18.75,0.0,1.39617919921875,-0.8769035339355469,0.19175104796886444,20.75,0.0,0.8736848831176758,0.27358531951904297,0.19175104796886444,25.75,0.0,0.98419189453125,0.41306018829345703,0.3835020959377289,29.5,0.0,0.9995698928833008,0.4996061325073242,0.3835020959377289,25.0,0.0,1.450181007385254,-1.1794567108154297,0.0,17.25,0.0,1.4154911041259766,-0.9087324142456055,0.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.03129454329609871,1.479678988456726,-1.06858491897583,-0.002224010182544589,0.15602532029151917,-0.12197993695735931,-0.000542878289707005,0.0005399477086029947,-0.0013572580646723509,0.0,1.5664100646972656,-1.1959075927734375,0.19175104796886444,16.75,0.0,1.6139745712280273,-1.2331008911132812,0.19175104796886444,21.75,0.0,1.6551017761230469,-1.2352466583251953,0.19175104796886444,19.0,0.0,0.8847713470458984,0.23496150970458984,0.19175104796886444,32.75,0.0,1.0188817977905273,0.4101991653442383,0.3835020959377289,38.5,0.0,1.016378402709961,0.4992485046386719,0.3835020959377289,35.0,0.0,1.0689496994018555,0.5697011947631836,0.3835020959377289,22.5,0.0,1.4702081680297852,-1.1458396911621094,0.0,17.75,0.0,1.5327930450439453,-1.2699365615844727,0.0,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.027792921289801598,1.5020583868026733,-1.0742496252059937,-0.01895955577492714,0.19197848439216614,-0.0896976962685585,-0.0035304920747876167,0.020932801067829132,-0.0042261118069291115,0.0,1.532435417175293,-1.2238025665283203,0.19175104796886444,18.5,0.0,1.479506492614746,-1.0421276092529297,0.19175104796886444,18.75,0.0,1.656174659729004,-1.244187355041504,0.19175104796886444,14.75,0.0,1.4187097549438477,-0.8314847946166992,0.3835020959377289,19.0,0.0,1.3672113418579102,-0.6355047225952148,0.19175104796886444,17.25,0.0,0.9108781814575195,0.091552734375,0.19175104796886444,23.0,0.0,1.0253190994262695,0.13625621795654297,0.19175104796886444,25.0,0.0,1.0689496994018555,0.2167224884033203,0.19175104796886444,20.25,0.0,1.3314485549926758,-0.6219148635864258,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.020733535289764404,1.537265658378601,-1.0715123414993286,-0.03713357448577881,0.25644052028656006,-0.05401826649904251,-0.007987015880644321,0.08396129310131073,-0.02455688640475273,0.0,1.6082525253295898,-1.119375228881836,0.19175104796886444,19.25,0.0,1.6454458236694336,-1.2273788452148438,0.19175104796886444,15.25,0.0,1.3049840927124023,-0.7903575897216797,0.3835020959377289,12.75,0.0,1.485586166381836,-0.8186101913452148,0.3835020959377289,18.75,0.0,1.5456676483154297,-0.9452104568481445,0.3835020959377289,19.0,0.0,1.0457038879394531,0.0007152557373046875,0.19175104796886444,21.0,0.0,0.914454460144043,0.04756450653076172,0.19175104796886444,20.0,0.0,1.2066364288330078,0.46455860137939453,0.19175104796886444,17.25,0.0,1.1036396026611328,0.5639791488647461,0.19175104796886444,24.0,0.0,0.9176731109619141,0.7681846618652344,0.19175104796886444,19.75,0.0,1.5181303024291992,-1.0553598403930664,0.0,20.75,0.0,1.3332366943359375,-0.6916522979736328,0.0,14.25,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.012091491371393204,1.6105148792266846,-1.0336403846740723,-0.05106765031814575,0.4042719006538391,0.054207272827625275,-0.012555619701743126,0.19277678430080414,-0.014127291738986969,0.0,1.6318559646606445,-0.9441375732421875,0.9587552398443222,16.75,0.0,1.7262697219848633,-1.0911226272583008,0.19175104796886444,21.5,0.0,1.795649528503418,-1.1218786239624023,0.19175104796886444,21.25,0.0,1.5259981155395508,-0.8003711700439453,0.3835020959377289,12.75,0.0,2.3453235626220703,-0.4373788833618164,0.19175104796886444,14.25,0.0,2.5970935821533203,-0.17595291137695312,-0.19175104796886444,13.5,0.0,2.558469772338867,-0.010013580322265625,-0.19175104796886444,17.0,0.0,0.9108781814575195,0.09047985076904297,0.19175104796886444,19.75,0.0,1.0728836059570312,0.16987323760986328,0.19175104796886444,23.5,0.0,1.0993480682373047,0.3590583801269531,0.19175104796886444,23.0,0.0,1.1490583419799805,0.5110502243041992,0.19175104796886444,15.5,0.0,1.5317201614379883,-1.0521411895751953,0.0,20.5,0.0,1.6433000564575195,-1.1544227600097656,0.0,23.5,0.0,1.7330646514892578,-1.153707504272461,0.0,21.5,0.0,2.002716064453125,-1.0010004043579102,0.0,12.5,0.0,1.0274648666381836,0.48351287841796875,0.0,27.75,0.0,1.074671745300293,0.6029605865478516,0.0,17.5
0.0,0.006037760991603136,1.6491544246673584,-1.0286269187927246,-0.05431712791323662,0.40439942479133606,0.05952046811580658,-0.013458630070090294,0.1365065723657608,0.01648365519940853,0.0,1.8603801727294922,-1.2238025665283203,0.19175104796886444,15.0,0.0,1.8042325973510742,-1.076817512512207,0.19175104796886444,17.25,0.0,1.8357038497924805,-1.1147260665893555,0.19175104796886444,20.0,0.0,0.9123086929321289,0.07617473602294922,0.19175104796886444,19.5,0.0,2.564549446105957,0.20241737365722656,-0.19175104796886444,15.25,0.0,1.0943412780761719,0.12731552124023438,0.19175104796886444,23.75,0.0,2.596735954284668,0.3819465637207031,-0.19175104796886444,12.0,0.0,1.1140108108520508,0.2503395080566406,0.19175104796886444,21.5,0.0,1.1508464813232422,0.48351287841796875,0.19175104796886444,14.75,0.0,1.5424489974975586,-1.0453462600708008,0.0,19.75,0.0,1.0385513305664062,0.4774332046508789,0.0,27.25,0.0,1.1136531829833984,0.5435943603515625,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0009405454620718956,1.7136200666427612,-0.9691562652587891,-0.054825056344270706,0.45258283615112305,0.17904135584831238,-0.012897517532110214,0.1204301118850708,0.11433953791856766,0.0,1.8428564071655273,-1.180887222290039,0.19175104796886444,13.5,0.0,1.6690492630004883,-1.0017156600952148,0.3835020959377289,12.25,0.0,1.7895698547363281,-1.0896921157836914,0.19175104796886444,21.25,0.0,1.8024444580078125,-1.0846853256225586,0.19175104796886444,22.0,0.0,1.2863874435424805,-0.11730194091796875,0.3835020959377289,18.75,0.0,1.1941194534301758,0.023603439331054688,0.3835020959377289,24.5,0.0,1.1394023895263672,0.09262561798095703,0.3835020959377289,24.75,0.0,0.9105205535888672,0.09655952453613281,0.3835020959377289,19.0,0.0,1.5445947647094727,-1.0499954223632812,0.0,19.75,0.0,1.3142824172973633,-0.2961158752441406,0.0,14.25,0.0,1.0578632354736328,0.43022632598876953,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0021247160620987415,1.7617665529251099,-0.8991878628730774,-0.05126821994781494,0.4460142254829407,0.3009128272533417,-0.009176005609333515,0.0539284348487854,0.2228710651397705,0.0,1.7799139022827148,-1.1909008026123047,0.19175104796886444,20.5,0.0,1.8167495727539062,-1.1379718780517578,0.19175104796886444,22.5,0.0,1.9594430923461914,-1.008152961730957,0.19175104796886444,15.5,0.0,1.283884048461914,-0.4119873046875,0.19175104796886444,14.0,0.0,1.3439655303955078,-0.3368854522705078,0.19175104796886444,18.0,0.0,1.4426708221435547,-0.28896331787109375,0.19175104796886444,12.5,0.0,1.1011362075805664,0.25784969329833984,0.3835020959377289,18.25,0.0,1.1172294616699219,0.5110502243041992,0.3835020959377289,20.5,0.0,1.097559928894043,0.6963014602661133,0.19175104796886444,18.25,0.0,1.3318061828613281,-0.33867359161376953,0.0,15.0,0.0,1.0578632354736328,0.24247169494628906,0.0,24.75,0.0,1.099705696105957,0.29969215393066406,0.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.00579268392175436,1.8128197193145752,-0.8854886293411255,-0.04989343881607056,0.4860358238220215,0.28373953700065613,-0.008147075772285461,0.1265658736228943,0.17608429491519928,0.0,1.7552375793457031,-0.9709596633911133,0.19175104796886444,22.25,0.0,1.8349885940551758,-1.0896921157836914,0.3835020959377289,21.5,0.0,1.6858577728271484,-0.8207559585571289,0.7670041918754578,21.25,0.0,2.0138025283813477,-0.9756088256835938,0.3835020959377289,17.25,0.0,1.2763738632202148,0.28645992279052734,0.19175104796886444,29.5,0.0,1.3933181762695312,0.3139972686767578,0.19175104796886444,17.5,0.0,0.8922815322875977,0.20563602447509766,0.19175104796886444,14.75,0.0,1.1980533599853516,0.2853870391845703,0.19175104796886444,27.0,0.0,1.238107681274414,0.2868175506591797,0.19175104796886444,31.75,0.0,1.2356042861938477,0.35691261291503906,0.0,19.25,0.0,1.1054277420043945,0.4248619079589844,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.007155781611800194,1.8942159414291382,-0.7815480828285217,-0.0447927825152874,0.5793697834014893,0.4399454593658447,-0.004051589407026768,0.2329246699810028,0.3002646863460541,0.0,1.875758171081543,-0.9112358093261719,0.19175104796886444,21.0,0.0,1.992344856262207,-1.0242462158203125,0.19175104796886444,17.0,0.0,1.713395118713379,-0.5908012390136719,0.5752531439065933,21.0,0.0,1.7691850662231445,-0.5936622619628906,0.5752531439065933,28.25,0.0,1.8188953399658203,-0.6033182144165039,0.5752531439065933,26.0,0.0,1.3636350631713867,0.030755996704101562,0.3835020959377289,15.75,0.0,1.2305974960327148,0.06008148193359375,0.3835020959377289,14.75,0.0,1.2341737747192383,0.05078315734863281,0.3835020959377289,21.75,0.0,1.62506103515625,-0.9552240371704102,0.0,17.75,0.0,1.1147260665893555,0.07152557373046875,0.0,20.5,0.0,1.1783838272094727,0.30934810638427734,0.0,22.5,0.0,1.2456178665161133,0.34546852111816406,0.0,19.25,,,,,,,,,,,,,,,,,,,,,,,,,
