tid,posx,posy,posz,velx,vely,velz,accx,accy,accz,pointx1,pointy1,pointz1,doppler1,snr1,pointx2,pointy2,pointz2,doppler2,snr2,pointx3,pointy3,pointz3,doppler3,snr3,pointx4,pointy4,pointz4,doppler4,snr4,pointx5,pointy5,pointz5,doppler5,snr5,pointx6,pointy6,pointz6,doppler6,snr6,pointx7,pointy7,pointz7,doppler7,snr7,pointx8,pointy8,pointz8,doppler8,snr8,pointx9,pointy9,pointz9,doppler9,snr9,pointx10,pointy10,pointz10,doppler10,snr10,pointx11,pointy11,pointz11,doppler11,snr11
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,2.31313705444336,-1.4544227600097657,0.0,16.0,0.0,2.577066421508789,-1.0764101028442383,0.0,14.0,0.0,3.017663955688477,-1.0649660110473633,0.0,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,2.39253044128418,-1.3439157485961915,0.0,15.25,0.0,2.5495290756225586,-1.1497238159179688,0.0,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,2.361774444580078,-1.389334487915039,0.0,16.5,0.0,2.5649070739746094,-1.1175373077392579,0.0,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,2.4297237396240234,-1.3102987289428711,0.0,17.0,0.0,2.549886703491211,-1.1747577667236329,0.0,16.75,0.0,2.7877092361450195,-0.9662607192993165,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,2.420783042907715,-1.3592937469482422,0.0,15.25,0.0,2.5473833084106445,-1.1897781372070313,0.0,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,2.453327178955078,-1.294563102722168,0.0,14.0,0.0,2.594590187072754,-1.1089542388916016,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,2.386808395385742,-1.4243820190429688,0.0,14.0,0.0,2.567768096923828,-1.2326934814453123,0.0,14.25,0.0,2.7941465377807617,-1.065681266784668,0.0,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,2.639293670654297,-1.0445812225341797,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,2.67934799194336,-0.9680488586425782,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,2.6786327362060547,-0.9930828094482422,0.0,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,3.0040740966796875,-1.0102489471435547,0.0,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,0.0,2.9175281524658203,-0.9798505783081055,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0001429336698492,2.9010655879974365,-1.10046147108078,-4.731047374662012e-05,0.1194019764661789,0.270567774772644,-2.620541454234626e-05,0.108423002064228,0.2545280456542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.0449161529541016,-1.2033679962158204,0.0,12.5,0.0,2.46584415435791,-1.253078269958496,0.0,16.75,0.0,2.647519111633301,-1.296708869934082,0.0,20.0,0.0,2.6139020919799805,-1.2598731994628907,0.0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.0374059677124023,-1.1726119995117188,0.0,12.5,0.0,2.4830102920532227,-1.2434223175048829,0.0,15.5,0.0,2.650737762451172,-1.2899139404296875,0.0,20.0,0.0,2.626776695251465,-1.2616613388061524,0.0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.0313262939453125,-1.1847713470458985,0.0,12.0,0.0,2.4493932723999023,-1.2673833847045899,0.0,15.0,0.0,2.647876739501953,-1.2992122650146485,0.0,18.75,0.0,2.616405487060547,-1.259157943725586,0.0,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.441525459289551,-1.2630918502807615,0.0,12.25,0.0,2.619624137878418,-1.260230827331543,0.0,16.25,0.0,2.67183780670166,-1.2680986404418944,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.619624137878418,-1.2444952011108399,0.0,17.5,0.0,2.6650428771972656,-1.275966453552246,0.0,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.385377883911133,-1.2881258010864258,0.0,12.25,0.0,2.593874931335449,-1.2495019912719727,0.0,14.0,0.0,2.6750564575195312,-1.2770393371582032,0.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.1768808364868164,-1.3668039321899415,0.0,13.0,0.0,2.367496490478516,-1.3324716567993165,0.0,12.5,0.0,2.585291862487793,-1.2691715240478516,0.0,14.25,0.0,2.6761293411254883,-1.2573698043823243,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.160072326660156,-1.3356903076171875,0.0,12.75,0.0,2.5953054428100586,-1.2663105010986329,0.0,12.75,0.0,2.597808837890625,-1.2670257568359375,0.0,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.625703811645508,-1.2491443634033204,0.0,14.25,0.0,2.681493759155273,-1.2688138961791993,0.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.623915672302246,-1.2366273880004883,0.0,13.25,0.0,2.678990364074707,-1.275966453552246,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.6428699493408203,-1.2158849716186524,0.0,13.5,0.0,2.683281898498535,-1.2688138961791993,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.644658088684082,-1.2309053421020508,0.0,12.75,0.0,2.6890039443969727,-1.2745359420776368,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.0005003621336072,2.3841798305511475,-1.3296400785446167,0.000163099146448,0.083709642291069,0.0858406648039817,9.867409244179726e-05,0.0851003378629684,0.0762881860136985,0.0,2.670407295227051,-1.3145902633666993,0.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
