tid,posx,posy,posz,velx,vely,velz,accx,accy,accz,pointx1,pointy1,pointz1,doppler1,snr1,pointx2,pointy2,pointz2,doppler2,snr2,pointx3,pointy3,pointz3,doppler3,snr3,pointx4,pointy4,pointz4,doppler4,snr4,pointx5,pointy5,pointz5,doppler5,snr5,pointx6,pointy6,pointz6,doppler6,snr6,pointx7,pointy7,pointz7,doppler7,snr7,pointx8,pointy8,pointz8,doppler8,snr8,pointx9,pointy9,pointz9,doppler9,snr9,pointx10,pointy10,pointz10,doppler10,snr10,pointx11,pointy11,pointz11,doppler11,snr11,pointx12,pointy12,pointz12,doppler12,snr12,pointx13,pointy13,pointz13,doppler13,snr13
0.0,-2.2692456103299217e-21,3.0209085941314697,-0.5757559537887573,-4.7723830012077475e-21,-0.579256534576416,-0.16483846306800842,-1.3590058456879482e-21,-0.344051718711853,-0.019616447389125824,0.0,3.183603286743164,-1.770615577697754,-0.9587552398443222,16.25,0.0,3.3921003341674805,-1.6508102416992188,-0.7670041918754578,14.25,0.0,3.1610727310180664,-0.9645223617553711,-1.1505062878131866,19.75,0.0,3.262639045715332,-1.0474920272827148,-1.1505062878131866,15.5,0.0,3.0423402786254883,-0.8289813995361328,-1.1505062878131866,16.75,0.0,2.755880355834961,-0.2803802490234375,-0.7670041918754578,18.25,0.0,2.8595924377441406,-0.4391670227050781,-0.7670041918754578,17.0,0.0,2.689361572265625,-0.15985965728759766,-0.7670041918754578,14.75,0.0,3.1288862228393555,-0.1323223114013672,0.0,27.5,0.0,3.2504796981811523,-0.29218196868896484,0.0,26.0,,,,,,,,,,,,,,,
0.0,-1.9798293311643956e-21,2.957246780395508,-0.6950791478157043,-3.903490352238313e-21,-0.6258281469345093,-0.34408724308013916,-7.288089760961454e-22,-0.35648098587989807,-0.1704624593257904,0.0,3.0984878540039062,-1.7434358596801758,-1.1505062878131866,13.25,0.0,3.076314926147461,-1.4508962631225586,-0.3835020959377289,17.75,0.0,3.038763999938965,-1.2996196746826172,-0.3835020959377289,21.0,0.0,2.985835075378418,-1.043558120727539,-0.3835020959377289,19.25,0.0,2.83205509185791,-0.7889270782470703,-0.5752531439065933,17.5,0.0,2.709031105041504,-0.37086009979248047,-0.7670041918754578,18.0,0.0,2.6389360427856445,-0.11229515075683594,-0.3835020959377289,17.25,0.0,3.1321048736572266,-0.11909008026123047,0.0,26.75,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-1.7247567993943755e-21,2.8775746822357178,-0.8223761320114136,-3.1161232592709766e-21,-0.7120728492736816,-0.5150152444839478,-1.7905900565907788e-22,-0.4268013834953308,-0.2953607738018036,0.0,3.0705928802490234,-1.4891624450683594,-0.3835020959377289,14.75,0.0,3.2057762145996094,-1.6100406646728516,-0.9587552398443222,12.25,0.0,2.8824806213378906,-1.112222671508789,-1.1505062878131866,21.25,0.0,2.969026565551758,-1.3096332550048828,-1.1505062878131866,17.75,0.0,2.78627872467041,-0.9287595748901367,-0.3835020959377289,21.5,0.0,2.601742744445801,-0.607609748840332,-0.5752531439065933,18.0,0.0,2.6897192001342773,-0.7120370864868164,-0.3835020959377289,20.25,0.0,2.5409460067749023,-0.023245811462402344,0.0,13.75,0.0,3.1009912490844727,0.0021457672119140625,0.0,25.25,,,,,,,,,,,,,,,,,,,,
0.0,-1.4868254451665646e-21,2.7811570167541504,-0.9341005682945251,-2.394872050274279e-21,-0.8068918585777283,-0.6433491110801697,2.9810056488117837e-22,-0.4887145459651947,-0.3754487931728363,0.0,2.9157400131225586,-1.3654232025146484,-0.7670041918754578,21.0,0.0,3.0105113983154297,-1.452326774597168,-1.9175104796886444,16.0,0.0,2.7483701705932617,-1.090407371520996,-0.19175104796886444,25.25,0.0,2.8281211853027344,-1.2742280960083008,-0.7670041918754578,24.75,0.0,2.498745918273926,-0.802159309387207,-0.5752531439065933,22.5,0.0,2.6110410690307617,-0.9548664093017578,-0.19175104796886444,23.5,0.0,2.444028854370117,-0.6755590438842773,-0.5752531439065933,18.0,0.0,3.349184989929199,-1.1790990829467773,0.0,19.0,0.0,3.3130645751953125,-0.9777545928955078,0.0,20.75,,,,,,,,,,,,,,,,,,,,
0.0,-1.2097573004137716e-21,2.6370933055877686,-1.1078764200210571,-1.6611767813787732e-21,-0.9820116758346558,-0.8626867532730103,7.593982504537788e-22,-0.6310809254646301,-0.5222454071044922,0.0,1.7752647399902344,-1.3496875762939453,-0.19175104796886444,15.0,0.0,2.2298097610473633,-1.1572837829589844,-0.3835020959377289,17.25,0.0,2.381443977355957,-1.1665821075439453,-0.3835020959377289,24.75,0.0,2.4576187133789062,-1.2123584747314453,-0.3835020959377289,25.25,0.0,2.565622329711914,-1.289963722229004,-1.72575943171978,20.75,0.0,2.7004480361938477,-1.3496875762939453,-1.72575943171978,18.0,0.0,2.8524398803710938,-1.4805793762207031,-0.3835020959377289,13.5,0.0,3.022313117980957,-1.5810728073120117,-0.3835020959377289,12.25,0.0,1.6776323318481445,-1.4576911926269531,0.0,14.75,0.0,3.1778812408447266,-1.725912094116211,0.0,15.25,0.0,3.380298614501953,-1.7205476760864258,0.0,13.5,0.0,3.1560659408569336,-1.2749433517456055,0.0,16.5,,,,,
0.0,-1.0848903883707357e-21,2.498185157775879,-1.1816579103469849,-1.1885314137261026e-21,-1.114964485168457,-0.8805962800979614,1.0219091473366323e-21,-0.7103139758110046,-0.48300716280937195,0.0,1.9061565399169922,-1.1898279190063477,-0.19175104796886444,19.25,0.0,2.4089813232421875,-1.2359619140625,-0.9587552398443222,21.0,0.0,2.4880170822143555,-1.3414621353149414,-0.9587552398443222,15.0,0.0,2.237677574157715,-0.9262561798095703,-0.9587552398443222,20.75,0.0,2.350330352783203,-1.0428428649902344,-0.9587552398443222,21.75,0.0,3.0870437622070312,-1.454472541809082,0.0,17.25,0.0,3.177523612976074,-1.6883611679077148,0.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-9.347619539537628e-22,2.362931489944458,-1.2343640327453613,-7.198535241774889e-22,-1.2216300964355469,-0.8558574318885803,1.2650096735735285e-21,-0.7525787353515625,-0.4120962619781494,0.0,2.1768808364868164,-1.2041330337524414,-0.5752531439065933,25.5,0.0,2.1550655364990234,-1.085042953491211,-0.5752531439065933,26.75,0.0,2.314925193786621,-1.2331008911132812,-0.5752531439065933,19.75,0.0,2.498745918273926,-1.2820959091186523,-1.5340083837509155,12.25,0.0,2.1364688873291016,-0.9523630142211914,-1.1505062878131866,22.25,0.0,1.8993616104125977,-1.2402534484863281,0.0,24.5,0.0,2.096414566040039,-1.159071922302246,0.0,25.5,0.0,3.0916929244995117,-1.438736915588379,0.0,18.25,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-8.096049935330953e-22,2.2159857749938965,-1.287731647491455,-3.2746701648329784e-22,-1.3392993211746216,-0.8257829546928406,1.4421239667072811e-21,-0.8069199919700623,-0.33803749084472656,0.0,2.021670341491699,-1.113295555114746,-0.9587552398443222,26.5,0.0,2.0341873168945312,-1.1909008026123047,-0.9587552398443222,29.0,0.0,2.0896196365356445,-1.2420415878295898,-0.9587552398443222,24.75,0.0,2.258777618408203,-1.295328140258789,-0.9587552398443222,16.0,0.0,3.1653642654418945,-1.7230510711669922,0.0,14.25,0.0,3.037691116333008,-1.5639066696166992,0.0,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0084013881820852e-24,3.0816760063171387,-0.3068253993988037,4.922484948830967e-24,-0.16774886846542358,-0.08438064157962799,1.9065363906780562e-24,-0.1706591695547104,-0.12939992547035217,0.0,3.1675100326538086,-0.9459257125854492,-0.3835020959377289,26.75,0.0,3.138899803161621,-0.8490085601806641,-0.3835020959377289,21.5,0.0,3.1936168670654297,-0.925898551940918,-0.3835020959377289,22.5,0.0,2.9865503311157227,0.2002716064453125,-0.3835020959377289,16.0,0.0,3.2840967178344727,-1.3478994369506836,0.0,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0335462309283918e-24,3.0717482566833496,-0.4089847505092621,4.522124234365462e-24,-0.20745888352394104,-0.24043184518814087,1.5437469517607388e-24,-0.22637982666492462,-0.23860420286655426,0.0,3.3141374588012695,-1.269221305847168,-0.3835020959377289,17.75,0.0,3.205418586730957,-0.9584426879882812,-0.3835020959377289,21.25,0.0,3.276228904724121,-1.120448112487793,-0.3835020959377289,22.0,0.0,2.9354095458984375,-0.11301040649414062,-0.3835020959377289,22.0,0.0,3.0573606491088867,-0.2560615539550781,-0.3835020959377289,19.75,0.0,2.871394157409668,0.03898143768310547,-0.3835020959377289,18.75,0.0,3.325223922729492,-1.2449026107788086,0.0,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
