Session_ID,Recording_Number,Sequence_Number,Frame_count,tid,posy,posz,vely,velz,accy,accz,pointy0,pointz0,snr0,pointy1,pointz1,snr1,pointy2,pointz2,snr2,pointy3,pointz3,snr3,pointy4,pointz4,snr4,pointy5,pointz5,snr5,pointy6,pointz6,snr6,pointy7,pointz7,snr7,pointy8,pointz8,snr8,pointy9,pointz9,snr9,pointy10,pointz10,snr10,pointy11,pointz11,snr11,pointy12,pointz12,snr12,pointy13,pointz13,snr13,pointy14,pointz14,snr14,pointy15,pointz15,snr15,pointy16,pointz16,snr16,pointy17,pointz17,snr17,pointy18,pointz18,snr18,pointy19,pointz19,snr19,pointy20,pointz20,snr20,pointy21,pointz21,snr21,pointy22,pointz22,snr22,pointy23,pointz23,snr23,pointy24,pointz24,snr24,pointy25,pointz25,snr25,pointy26,pointz26,snr26,pointy27,pointz27,snr27,pointy28,pointz28,snr28,pointy29,pointz29,snr29,pointy30,pointz30,snr30,pointy31,pointz31,snr31,pointy32,pointz32,snr32,pointy33,pointz33,snr33,pointy34,pointz34,snr34,pointy35,pointz35,snr35,pointy36,pointz36,snr36,pointy37,pointz37,snr37,pointy38,pointz38,snr38,pointy39,pointz39,snr39,pointy40,pointz40,snr40,pointy41,pointz41,snr41,pointy42,pointz42,snr42,pointy43,pointz43,snr43,pointy44,pointz44,snr44,pointy45,pointz45,snr45,pointy46,pointz46,snr46,pointy47,pointz47,snr47,pointy48,pointz48,snr48,pointy49,pointz49,snr49
172934,2,9,229,0,2.53,-1.42,-0.4,-1.49,-0.59,-0.73,2.65,-1.29,13.75,2.52,-1.01,12.5,2.61,-1.04,18.75,2.63,-1.14,19.25,2.5,-1.11,31.5,2.55,-1.11,26.75,2.65,-1.18,14.75,3.88,-1.08,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172934,2,10,230,0,2.54,-1.45,-0.35,-1.34,-0.5,-0.53,2.53,-0.98,14.0,2.57,-1.03,18.75,2.61,-1.05,16.0,2.76,-1.02,7.25,3.63,-1.26,10.5,3.79,-1.35,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172934,2,11,231,0,2.53,-1.5,-0.34,-1.24,-0.45,-0.39,2.47,-1.01,8.0,2.53,-1.07,11.5,2.58,-1.12,8.0,2.97,-1.1,7.0,3.64,-1.24,10.5,3.79,-1.36,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172934,2,12,232,0,2.55,-1.5,-0.28,-1.06,-0.36,-0.19,2.38,-0.9,4.75,2.48,-1.02,14.0,2.5,-1.07,17.0,2.54,-1.13,12.0,2.39,-1.08,14.25,2.48,-1.1,26.5,3.02,-0.99,6.75,3.62,-1.31,10.5,3.8,-1.34,8.75,3.36,-0.94,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172934,2,13,233,0,2.55,-1.51,-0.26,-0.92,-0.32,-0.05,2.52,-1.19,8.5,2.46,-1.04,10.75,2.48,-1.11,13.5,2.38,-1.09,14.25,2.51,-1.08,26.25,3.79,-1.38,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172934,2,14,234,0,2.52,-1.6,-0.15,-0.46,0.0,0.0,2.38,-1.09,14.0,2.48,-1.12,25.25,2.53,-1.14,30.0,3.75,-1.48,6.0,2.96,-1.02,8.25,3.51,-1.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172934,2,15,235,0,2.54,-1.58,-0.07,-0.35,0.07,0.08,2.44,-0.87,4.25,2.38,-1.08,14.25,2.48,-1.1,26.0,2.53,-1.12,30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172948,3,1,294,0,3.06,-0.76,0.17,-0.57,-0.07,-0.67,2.83,-1.3,17.75,3.0,-1.37,4.5,2.71,-1.14,13.75,2.78,-1.19,22.0,2.79,-1.24,23.25,3.75,-0.9,9.25,3.67,-0.69,4.75,3.95,-0.77,6.0,3.9,-0.99,12.0,3.51,-0.29,12.5,3.71,-0.16,19.0,3.75,-0.16,17.75,2.28,0.05,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172948,3,2,295,0,3.03,-0.91,0.09,-0.78,-0.15,-0.78,2.65,-1.52,10.75,2.7,-1.22,11.25,2.69,-1.22,11.25,3.04,-0.97,6.75,2.72,-0.8,7.75,3.58,-1.41,13.75,3.51,-1.2,11.0,3.82,-1.27,11.5,2.25,-0.61,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172948,3,3,296,0,3.01,-1.01,0.02,-0.88,-0.22,-0.79,2.83,-1.34,12.25,2.93,-1.27,10.5,2.67,-0.86,8.25,3.52,-1.15,11.5,3.7,-0.98,13.25,3.92,-0.94,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
