tid,posy,posz,vely,velz,accy,accz,pointx1,pointy1,pointz1,doppler1,snr1,pointx2,pointy2,pointz2,doppler2,snr2,pointx3,pointy3,pointz3,doppler3,snr3,pointx4,pointy4,pointz4,doppler4,snr4,pointx5,pointy5,pointz5,doppler5,snr5,pointx6,pointy6,pointz6,doppler6,snr6,pointx7,pointy7,pointz7,doppler7,snr7,pointx8,pointy8,pointz8,doppler8,snr8,pointx9,pointy9,pointz9,doppler9,snr9,pointx10,pointy10,pointz10,doppler10,snr10,pointx11,pointy11,pointz11,doppler11,snr11,pointx12,pointy12,pointz12,doppler12,snr12,pointx13,pointy13,pointz13,doppler13,snr13,pointx14,pointy14,pointz14,doppler14,snr14,pointx15,pointy15,pointz15,doppler15,snr15,pointx16,pointy16,pointz16,doppler16,snr16,pointx17,pointy17,pointz17,doppler17,snr17
0.0,2.0039236545562744,0.460323017835617,0.0714710801839828,0.1276916265487671,0.0856756344437599,0.0889276266098022,0.0,2.431511878967285,-0.9744499206542969,-0.1917510479688644,17.25,0.0,2.460479736328125,-0.9955499649047852,-0.1917510479688644,21.0,0.0,2.504825592041016,-0.9816024780273438,-0.1917510479688644,16.25,0.0,2.0821094512939453,0.32159347534179683,0.1917510479688644,19.5,0.0,1.9741058349609373,0.44425983428955074,0.1917510479688644,13.5,0.0,2.0273923873901367,0.4202987670898437,0.1917510479688644,20.5,0.0,2.399325370788574,-0.9394023895263672,0.0,19.25,0.0,2.437591552734375,-1.0302398681640625,0.0,22.5,0.0,2.4755001068115234,-1.0742280960083008,0.0,18.25,0.0,2.1997690200805664,-0.0034902572631835826,0.0,17.75,0.0,1.9783973693847656,0.2439882278442382,0.0,20.5,0.0,2.010583877563477,0.21037120819091792,0.0,26.25,0.0,2.057075500488281,0.1384880065917969,0.0,27.75,,,,,,,,,,,,,,,,,,,,
0.0,2.014516830444336,0.3711788028478622,0.065159872174263,-0.0300055891275405,0.051704004406929,-0.0471535623073577,0.0,2.3059844970703125,-1.1647079467773438,-0.1917510479688644,13.75,0.0,2.343893051147461,-1.181516456604004,-0.1917510479688644,16.5,0.0,2.0302534103393555,-0.2520416259765625,-0.1917510479688644,13.25,0.0,2.087116241455078,-0.15905838012695311,-0.1917510479688644,14.0,0.0,2.3653507232666016,-1.0084245681762696,0.0,20.25,0.0,2.4182796478271484,-1.0674331665039063,0.0,23.5,0.0,2.4601221084594727,-1.1031959533691407,0.0,19.25,0.0,2.1990537643432617,-0.11793117523193358,0.0,18.0,0.0,2.0034313201904297,0.2171661376953125,0.0,26.0,0.0,2.0492076873779297,0.14814395904541022,0.0,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.0285022258758545,0.3901331841945648,0.0832228660583496,-0.0002806708216667,0.0675609484314918,-0.0199678521603345,0.0,2.1146535873413086,0.658836555480957,0.1917510479688644,12.25,0.0,2.34675407409668,-1.0674331665039063,0.0,21.25,0.0,2.42006778717041,-1.0738704681396485,0.0,24.75,0.0,2.452611923217773,-1.0996196746826172,0.0,20.5,0.0,2.206563949584961,-0.08395652770996087,0.0,18.25,0.0,1.988768577575684,0.2361204147338867,0.0,18.5,0.0,2.021670341491699,0.2168085098266601,0.0,25.5,0.0,2.0592212677001958,0.165667724609375,0.0,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.042102336883545,0.3630270183086395,0.1032293885946273,-0.0431682020425796,0.0843840390443801,-0.0507373362779617,0.0,2.022385597229004,0.1270439147949219,0.1917510479688644,13.25,0.0,2.352118492126465,-1.0617111206054688,0.0,21.25,0.0,2.414703369140625,-1.0835264205932615,0.0,24.75,0.0,2.443671226501465,-1.1107061386108399,0.0,20.25,0.0,2.2062063217163086,-0.065359878540039,0.0,18.25,0.0,2.0231008529663086,0.1899864196777344,0.0,25.0,0.0,2.0617246627807617,0.1431371688842774,0.0,28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.0631399154663086,0.29335201978683473,0.1396379917860031,-0.1439865827560424,0.1191549450159072,-0.1212215349078178,0.0,2.4089813232421875,-1.0842416763305665,0.1917510479688644,15.0,0.0,2.000570297241211,0.1316930770874024,0.1917510479688644,16.5,0.0,2.038121223449707,0.1610185623168946,0.1917510479688644,23.0,0.0,2.0667314529418945,0.2017881393432617,0.1917510479688644,20.5,0.0,2.4172067642211914,-1.072439956665039,0.0,26.25,0.0,2.4518966674804688,-1.083884048461914,0.0,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.076415538787842,0.3143244951963424,0.1043171063065528,-0.1047788113355636,0.0382606238126754,-0.0850320979952812,0.0,2.5169849395751958,-0.9816024780273438,0.1917510479688644,12.5,0.0,2.535223960876465,-0.8786056518554688,0.1917510479688644,16.75,0.0,2.075314521789551,-0.1883838653564453,0.1917510479688644,12.25,0.0,1.9326210021972656,0.6477500915527343,-0.1917510479688644,13.5,0.0,1.9344091415405276,0.7832910537719726,-0.1917510479688644,19.25,0.0,1.924753189086914,0.9009506225585937,-0.1917510479688644,16.5,0.0,2.346038818359375,-1.0788772583007813,0.0,21.5,0.0,2.4279356002807617,-1.0449026107788086,0.0,24.5,0.0,2.480506896972656,-1.046333122253418,0.0,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.0548884868621826,0.3964027285575866,0.0360200032591819,0.0211386382579803,-0.049146719276905,0.013448491692543,0.0,2.4944543838500977,-0.9576414108276368,0.1917510479688644,18.0,0.0,2.490520477294922,-1.0094974517822266,0.1917510479688644,13.5,0.0,2.4547576904296875,-0.8657310485839844,0.1917510479688644,12.75,0.0,1.9937753677368164,0.6345178604125976,-0.1917510479688644,22.5,0.0,1.9276142120361328,0.717129898071289,-0.1917510479688644,20.0,0.0,1.9587278366088867,0.683870506286621,-0.1917510479688644,26.0,0.0,2.4307966232299805,-1.0584924697875977,0.0,25.75,0.0,2.4454593658447266,-1.092109489440918,0.0,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.0312600135803223,0.4789438664913177,-0.0275202430784702,0.1364537626504898,-0.1202925816178321,0.0956827625632286,0.0,1.8943548202514648,0.7507469177246093,-0.1917510479688644,12.5,0.0,1.936197280883789,0.7396604537963867,-0.1917510479688644,16.5,0.0,1.990199089050293,0.7089044570922851,-0.1917510479688644,12.25,0.0,2.056360244750977,0.0837709426879883,0.0,25.5,0.0,1.9687414169311523,0.24792213439941402,0.0,16.75,0.0,1.99735164642334,0.1974966049194336,0.0,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.02790641784668,0.4930676639080047,0.0,0.0,0.0,0.0,0.0,2.0477771759033203,0.21251697540283201,0.0,26.75,0.0,1.9737482070922847,0.3062154769897461,0.0,17.0,0.0,1.9980669021606443,0.2793933868408203,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.027543067932129,0.5350529670715332,0.0166074838489294,0.0652976036071777,0.0316638872027397,0.052919715642929,0.0,1.8957853317260744,0.6870891571044921,0.1917510479688644,13.75,0.0,1.918673515319824,0.7207061767578125,0.1917510479688644,17.0,0.0,2.375006675720215,-1.0552738189697266,0.0,20.5,0.0,2.444028854370117,-1.0409687042236329,0.0,25.0,0.0,2.49624252319336,-1.0180805206298829,0.0,20.75,0.0,2.2208690643310547,-0.05784969329833978,0.0,16.0,0.0,2.041339874267578,0.20357627868652342,0.0,27.0,0.0,1.969099044799805,0.3180171966552734,0.0,19.0,0.0,1.99127197265625,0.2911951065063476,0.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.027873992919922,0.57226003408432,0.0352844595909118,0.1247550770640373,0.0661525279283523,0.1023855209350586,0.0,2.388238906860352,-1.1647079467773438,-0.1917510479688644,13.0,0.0,1.9987821578979488,0.6044771194458007,0.1917510479688644,17.5,0.0,1.9129514694213867,0.7235671997070312,0.1917510479688644,15.25,0.0,1.9483566284179688,0.6967451095581054,0.1917510479688644,20.75,0.0,2.3642778396606445,-1.078519630432129,0.0,20.0,0.0,2.43830680847168,-1.0499094009399415,0.0,24.75,0.0,2.4940967559814453,-1.0238025665283204,0.0,20.5,0.0,2.207636833190918,-0.08967857360839837,0.0,16.0,0.0,1.98519229888916,0.2622272491455078,0.0,25.5,0.0,2.03096866607666,0.1842643737792969,0.0,27.5,0.0,1.9683837890625,0.28404254913330074,0.0,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.024590253829956,0.6078797101974487,0.0443462468683719,0.1811625063419342,0.0875331535935401,0.1487807035446167,0.0,1.926898956298828,0.671353530883789,0.1917510479688644,17.25,0.0,1.9404888153076167,0.7282163619995117,0.1917510479688644,21.0,0.0,1.9540786743164065,0.8233453750610351,0.1917510479688644,17.25,0.0,2.3946762084960938,-1.0434720993041993,0.0,20.0,0.0,2.4622678756713867,-1.001629638671875,0.0,24.0,0.0,2.511262893676758,-0.9930465698242188,0.0,19.75,0.0,2.217650413513184,-0.03424625396728509,0.0,14.25,0.0,2.02631950378418,0.2075101852416992,0.0,27.0,0.0,1.9837617874145508,0.2854730606079101,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.018176555633545,0.6504993557929992,0.045812502503395,0.2471588850021362,0.0990803763270378,0.2017866373062133,0.0,1.8739700317382808,0.8755590438842773,0.1917510479688644,15.5,0.0,1.911163330078125,0.8548166275024414,0.1917510479688644,20.75,0.0,1.9408464431762693,0.8237030029296875,0.1917510479688644,16.75,0.0,2.4236440658569336,-0.9851787567138672,0.0,16.75,0.0,2.499103546142578,-0.9694431304931641,0.0,22.0,0.0,2.5305747985839844,-0.9833906173706057,0.0,18.5,0.0,2.033114433288574,0.2629425048828125,0.0,27.75,0.0,2.177596092224121,0.14134902954101572,0.0,14.75,0.0,1.9916296005249023,0.3237392425537109,0.0,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.0149049758911133,0.6646190702915191,0.0445944033563137,0.2690731585025787,0.1012126207351684,0.2193923592567443,0.0,1.834273338317871,0.9635354995727539,0.1917510479688644,15.0,0.0,2.3943185806274414,-1.0273788452148438,0.0,16.75,0.0,2.4483203887939453,-1.020226287841797,0.0,20.5,0.0,2.184748649597168,0.2540018081665039,0.0,14.25,0.0,2.0273923873901367,0.30442733764648433,0.0,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.0149049758911133,0.6646190702915191,0.0445944033563137,0.2690731585025787,0.1012126207351684,0.2193923592567443,0.0,2.371788024902344,-1.0892484664916993,0.0,17.25,0.0,2.4329423904418945,-1.0481212615966797,0.0,20.75,0.0,2.531290054321289,-1.0030601501464844,0.0,16.75,0.0,2.19118595123291,0.2371932983398437,0.0,14.5,0.0,2.031683921813965,0.304069709777832,0.0,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.011394500732422,0.6589703679084777,0.0342099629342556,0.2575782835483551,0.0864436775445938,0.2078543603420257,0.0,1.9630193710327148,0.6055500030517578,-0.1917510479688644,15.5,0.0,2.26593017578125,-1.2609098434448243,0.0,16.25,0.0,2.371072769165039,-1.1707876205444336,0.0,20.0,0.0,2.501249313354492,-1.0499094009399415,0.0,16.0,0.0,2.0284652709960938,0.3437664031982422,0.0,27.75,0.0,2.1926164627075195,0.2786781311035156,0.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
