tid,posx,posy,posz,velx,vely,velz,accx,accy,accz,pointx1,pointy1,pointz1,doppler1,snr1,pointx2,pointy2,pointz2,doppler2,snr2,pointx3,pointy3,pointz3,doppler3,snr3,pointx4,pointy4,pointz4,doppler4,snr4,pointx5,pointy5,pointz5,doppler5,snr5,pointx6,pointy6,pointz6,doppler6,snr6,pointx7,pointy7,pointz7,doppler7,snr7,pointx8,pointy8,pointz8,doppler8,snr8,pointx9,pointy9,pointz9,doppler9,snr9
0.0,2.663035411387682e-05,3.1108996868133545,0.6426566660404205,-3.247254062443972e-05,0.0022281883284449,0.1568027436733245,-1.4494436982204206e-05,0.0278890542685985,0.1104102432727813,0.0,3.3856630325317383,-0.5259845733642579,0.0,20.0,0.0,3.488302230834961,-0.5649660110473633,0.0,17.75,0.0,2.9278993606567383,0.6520416259765625,0.0,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.663035411387682e-05,3.1108996868133545,0.6426566660404205,-3.247254062443972e-05,0.0022281883284449,0.1568027436733245,-1.4494436982204206e-05,0.0278890542685985,0.1104102432727813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.663035411387682e-05,3.1108996868133545,0.6426566660404205,-3.247254062443972e-05,0.0022281883284449,0.1568027436733245,-1.4494436982204206e-05,0.0278890542685985,0.1104102432727813,0.0,2.902865409851074,0.808682632446289,0.0,14.5,0.0,2.98762321472168,0.821199607849121,0.0,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.663035411387682e-05,3.1108996868133545,0.6426566660404205,-3.247254062443972e-05,0.0022281883284449,0.1568027436733245,-1.4494436982204206e-05,0.0278890542685985,0.1104102432727813,0.0,3.534078598022461,-0.41690807342529296,0.0,14.25,0.0,3.3724308013916016,-0.1994703292846679,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.4831762857502326e-05,3.109442234039306,0.6458827078342437,-3.4388373023830354e-05,-0.0123671479523181,0.1583900302648544,-1.5462916053365916e-05,0.0031223855912685,0.1086770966649055,0.0,3.2079219818115234,0.614133071899414,-0.1917510479688644,12.5,0.0,3.0881166458129883,0.7929470062255859,-0.1917510479688644,13.0,0.0,3.562331199645996,-0.34502487182617186,0.0,13.25,0.0,3.3731460571289062,0.06553192138671882,0.0,15.25,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.4831762857502326e-05,3.109442234039306,0.6458827078342437,-3.4388373023830354e-05,-0.0123671479523181,0.1583900302648544,-1.5462916053365916e-05,0.0031223855912685,0.1086770966649055,0.0,3.398895263671875,-0.18766860961914061,0.0,16.25,0.0,3.550887107849121,-0.3135536193847656,0.0,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,2.4831762857502326e-05,3.109442234039306,0.6458827078342437,-3.4388373023830354e-05,-0.0123671479523181,0.1583900302648544,-1.5462916053365916e-05,0.0031223855912685,0.1086770966649055,0.0,3.554105758666992,-0.40939788818359374,0.0,14.75,0.0,3.4017562866210938,-0.2917383193969726,0.0,16.75,0.0,3.145694732666016,0.5855228424072265,0.0,20.75,0.0,2.9779672622680664,0.7986690521240234,0.0,23.5,0.0,3.0384063720703125,0.7071163177490234,0.0,25.25,,,,,,,,,,,,,,,,,,,,
0.0,2.188621692766901e-05,3.1093690395355225,0.6408511221408844,-3.691043457365595e-05,-0.0064478977583348,0.152886301279068,-1.655896812735591e-05,0.0140521079301834,0.1061845198273658,0.0,3.037691116333008,0.5794431686401367,-0.1917510479688644,14.25,0.0,3.087759017944336,0.6030466079711914,0.1917510479688644,18.0,0.0,3.142833709716797,0.6173517227172851,0.1917510479688644,15.0,0.0,3.5501718521118164,-0.43800811767578124,0.0,14.75,0.0,3.1954050064086914,0.4388954162597656,0.0,18.5,0.0,2.9250383377075195,0.9420778274536132,0.0,23.0,0.0,2.9697418212890625,0.924196434020996,0.0,23.25,,,,,,,,,,
0.0,1.9322555090184323e-05,3.110068798065185,0.6519471824169158,-3.896453563356772e-05,0.006778800394386,0.1704830974340438,-1.7401340301148593e-05,0.0373768545687198,0.1210141032934188,0.0,3.1592845916748047,0.706758689880371,0.1917510479688644,14.25,0.0,3.000497817993164,0.7239248275756835,0.1917510479688644,13.75,0.0,3.0766725540161133,0.7142688751220703,0.1917510479688644,16.5,0.0,3.551602363586426,-0.4312131881713867,0.0,15.5,0.0,2.995848655700684,0.8254911422729492,0.0,22.5,0.0,2.92825698852539,0.9216930389404296,0.0,22.5,,,,,,,,,,,,,,,
0.0,1.8848291801987216e-05,3.1115505695343018,0.6558797478675842,-3.955113425035961e-05,0.0016207941807806,0.1742969006299972,-1.7717200535116717e-05,0.0259345099329948,0.1221527755260467,0.0,3.2215118408203125,0.7936622619628906,-0.1917510479688644,12.5,0.0,3.543734550476074,-0.4344318389892578,0.0,15.25,0.0,3.0623674392700195,0.7114078521728515,0.0,22.5,0.0,2.837777137756348,0.958528709411621,0.0,12.75,0.0,2.9404163360595703,0.9238388061523437,0.0,20.75,,,,,,,,,,,,,,,,,,,,
0.0,1.8848291801987216e-05,3.1115505695343018,0.6558797478675842,-3.955113425035961e-05,0.0016207941807806,0.1742969006299972,-1.7717200535116717e-05,0.0259345099329948,0.1221527755260467,0.0,3.525853157043457,-0.4705522537231445,0.0,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.8848291801987216e-05,3.1115505695343018,0.6558797478675842,-3.955113425035961e-05,0.0016207941807806,0.1742969006299972,-1.7717200535116717e-05,0.0259345099329948,0.1221527755260467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.751474519551266e-05,3.1062979698181152,0.6753269255161285,-4.052537042298354e-05,0.0047040889039635,0.2025339752435684,-1.8085858755512163e-05,0.038742572069168,0.1435961723327636,0.0,2.94649600982666,0.9141828536987304,0.1917510479688644,16.5,0.0,2.9758214950561523,0.9109642028808593,0.1917510479688644,17.75,0.0,2.897500991821289,1.0300542831420898,0.0,20.0,0.0,2.797722816467285,1.0761882781982421,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.751474519551266e-05,3.1062979698181152,0.6753269255161285,-4.052537042298354e-05,0.0047040889039635,0.2025339752435684,-1.8085858755512163e-05,0.038742572069168,0.1435961723327636,0.0,2.9053688049316406,1.0314847946166992,0.0,21.25,0.0,2.789497375488281,1.1273290634155273,0.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.751474519551266e-05,3.1062979698181152,0.6753269255161285,-4.052537042298354e-05,0.0047040889039635,0.2025339752435684,-1.8085858755512163e-05,0.038742572069168,0.1435961723327636,0.0,3.5136938095092773,-0.406536865234375,0.0,13.5,0.0,3.423929214477539,-0.18409233093261718,0.0,16.75,0.0,2.92360782623291,0.9889270782470703,0.0,21.5,0.0,2.8177499771118164,1.0404254913330078,0.0,13.75,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.751474519551266e-05,3.1062979698181152,0.6753269255161285,-4.052537042298354e-05,0.0047040889039635,0.2025339752435684,-1.8085858755512163e-05,0.038742572069168,0.1435961723327636,0.0,3.5076141357421875,-0.48485736846923827,0.0,13.0,0.0,3.4339427947998047,-0.1712177276611328,0.0,16.0,0.0,2.8284788131713867,1.0196830749511718,0.0,13.75,0.0,2.923250198364258,0.9581710815429687,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.751474519551266e-05,3.1062979698181152,0.6753269255161285,-4.052537042298354e-05,0.0047040889039635,0.2025339752435684,-1.8085858755512163e-05,0.038742572069168,0.1435961723327636,0.0,3.4693479537963867,-0.6765459060668946,0.0,12.5,0.0,2.9093027114868164,0.9950067520141601,0.0,22.0,0.0,2.8095245361328125,1.0651018142700195,0.0,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.751474519551266e-05,3.1062979698181152,0.6753269255161285,-4.052537042298354e-05,0.0047040889039635,0.2025339752435684,-1.8085858755512163e-05,0.038742572069168,0.1435961723327636,0.0,2.908587455749512,1.0289813995361328,0.0,21.0,0.0,2.7916431427001958,1.1219646453857421,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.751474519551266e-05,3.1062979698181152,0.6753269255161285,-4.052537042298354e-05,0.0047040889039635,0.2025339752435684,-1.8085858755512163e-05,0.038742572069168,0.1435961723327636,0.0,3.4857988357543945,-0.6289813995361329,0.0,14.25,0.0,3.4035444259643555,-0.5395744323730469,0.0,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.751474519551266e-05,3.1062979698181152,0.6753269255161285,-4.052537042298354e-05,0.0047040889039635,0.2025339752435684,-1.8085858755512163e-05,0.038742572069168,0.1435961723327636,0.0,3.414630889892578,-0.5495880126953125,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.751474519551266e-05,3.1062979698181152,0.6753269255161285,-4.052537042298354e-05,0.0047040889039635,0.2025339752435684,-1.8085858755512163e-05,0.038742572069168,0.1435961723327636,0.0,3.482937812805176,-0.6654594421386719,0.0,14.25,0.0,3.4035444259643555,-0.520977783203125,0.0,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.751474519551266e-05,3.1062979698181152,0.6753269255161285,-4.052537042298354e-05,0.0047040889039635,0.2025339752435684,-1.8085858755512163e-05,0.038742572069168,0.1435961723327636,0.0,3.482937812805176,-0.6543729782104493,0.0,13.75,0.0,3.409266471862793,-0.4834268569946289,0.0,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.6332793165929615e-05,3.10169529914856,0.6890270829200744,-4.138172153034248e-05,0.0079372311010956,0.2231522351503372,-1.840804179664701e-05,0.0509458743035793,0.159857764840126,0.0,2.947926521301269,0.8580352783203125,0.1917510479688644,12.0,0.0,2.99227237701416,0.865903091430664,0.1917510479688644,14.25,0.0,3.486514091491699,-0.666532325744629,0.0,13.0,0.0,3.396749496459961,-0.47734718322753905,0.0,15.75,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,0.0,2.9178857803344727,0.9503032684326171,-0.1917510479688644,13.0,0.0,2.969026565551758,0.9445812225341796,-0.1917510479688644,14.75,0.0,3.050565719604492,0.7089044570922851,0.0,21.75,0.0,2.950429916381836,0.8988048553466796,0.0,19.75,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,0.0,3.506183624267578,-0.6200407028198243,0.0,12.75,0.0,3.392457962036133,-0.48807601928710936,0.0,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,0.0,3.389596939086914,-0.4498098373413086,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,0.0,3.413558006286621,-0.36934356689453124,0.0,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,0.0,3.4586191177368164,-0.6765459060668946,0.0,12.25,0.0,3.3910274505615234,-0.4930828094482422,0.0,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,0.0,3.428220748901367,-0.7677410125732422,0.0,12.25,0.0,3.3777952194213867,-0.4591081619262695,0.0,14.5,0.0,3.188610076904297,0.4803802490234375,0.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,0.0,3.3767223358154297,-0.42763690948486327,0.0,14.25,0.0,3.186464309692383,0.3909732818603515,0.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.5679908756283112e-05,3.0933213233947754,0.7034644603729248,-4.202531999908388e-05,-0.0081281615421175,0.2401722371578216,-1.871816675702576e-05,0.0327944085001945,0.1692888438701629,0.0,3.346681594848633,-0.5131099700927735,0.0,14.0,0.0,3.1796693801879883,0.3863241195678711,0.0,17.25,0.0,3.0319690704345703,0.7003213882446289,0.0,21.25,0.0,2.9196739196777344,0.923123550415039,0.0,20.75,0.0,2.805948257446289,1.0407831192016601,0.0,14.25,,,,,,,,,,,,,,,,,,,,
0.0,1.5400048141600564e-05,3.088534355163574,0.7248340368270874,-4.232260107528418e-05,-0.017743207514286,0.2674558758735657,-1.8866991013055667e-05,0.0216655936092138,0.1866620779037475,0.0,2.821683883666992,1.447406005859375,-0.1917510479688644,12.25,0.0,3.357052803039551,-0.506315040588379,0.0,14.75,0.0,3.1728744506835938,0.4850294113159179,0.0,17.0,0.0,3.0090808868408203,0.8279945373535156,0.0,22.0,0.0,2.935051918029785,0.9055997848510742,0.0,21.25,,,,,,,,,,,,,,,,,,,,
0.0,1.437221908417996e-05,3.085953712463379,0.7314859747886657,-4.334184268373065e-05,-0.0263974778354167,0.2740488052368164,-1.9356732082087547e-05,0.0092402193695306,0.1890665739774704,0.0,3.0552148818969727,0.7185604095458984,0.1917510479688644,13.5,0.0,3.0673742294311523,0.807609748840332,-0.1917510479688644,19.0,0.0,3.06558609008789,0.9170438766479492,-0.1917510479688644,15.75,0.0,3.4003257751464844,-0.46769123077392577,0.0,17.0,0.0,3.504037857055664,-0.5567405700683594,0.0,15.5,0.0,3.204345703125,0.3409053802490234,0.0,17.25,0.0,3.000497817993164,0.8186962127685546,0.0,21.75,0.0,2.8148889541625977,1.0221864700317382,0.0,15.25,0.0,2.8982162475585938,0.9778406143188476,0.0,22.0
0.0,1.3280146049510222e-05,3.0850577354431152,0.7311617851257324,-4.425455335876904e-05,-0.0240991115570068,0.2747997641563415,-1.9748018530663103e-05,0.0146907921880483,0.1906568855047226,0.0,3.1964778900146484,0.19392032623291022,0.1917510479688644,14.25,0.0,3.211855888366699,0.4331733703613281,0.1917510479688644,14.75,0.0,2.606034278869629,1.4527704238891601,-0.1917510479688644,13.75,0.0,3.4818649291992188,-0.600013542175293,0.0,16.0,0.0,3.392457962036133,-0.4802082061767578,0.0,18.25,0.0,2.799510955810547,1.0658170700073242,0.0,15.25,,,,,,,,,,,,,,,
0.0,1.2318841072556095e-05,3.084257125854492,0.7226991772651672,-4.50346342404373e-05,-0.0210433006286621,0.2646567225456238,-2.007511466217693e-05,0.0213718842715024,0.1848322749137878,0.0,3.145694732666016,0.453915786743164,0.1917510479688644,13.25,0.0,3.069162368774414,0.546541404724121,0.1917510479688644,17.5,0.0,2.9604434967041016,0.8183385848999023,-0.1917510479688644,15.5,0.0,2.842068672180176,0.9939338684082031,0.0,15.75,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.2139390491938684e-05,3.0782570838928223,0.7327715277671814,-4.515359250945039e-05,-0.0287823714315891,0.2773486077785492,-2.011543074331712e-05,0.0152808092534542,0.1927961409091949,0.0,2.7365684509277344,1.163449478149414,-0.1917510479688644,14.25,0.0,2.846002578735352,0.9674694061279296,0.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.2139390491938684e-05,3.0782570838928223,0.7327715277671814,-4.515359250945039e-05,-0.0287823714315891,0.2773486077785492,-2.011543074331712e-05,0.0152808092534542,0.1927961409091949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.2139390491938684e-05,3.0782570838928223,0.7327715277671814,-4.515359250945039e-05,-0.0287823714315891,0.2773486077785492,-2.011543074331712e-05,0.0152808092534542,0.1927961409091949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
